槓桿,,Leverage,,Leverage,,,,,,,,,,Đòn bẩy,,
交易手數,,Quantity of Lots,,จำนวนล็อต,,,,,,,,,,Số lượt giao dịch,,
價值,,Value,,ค่า,,,,,,,,,,Giá trị,,
確認賣出,,Confirm Sell,,ยืนยันการขาย,,,,,,,,,,Xác nhận bán ra,,
確認買入,,Confirm Buy,,ยืนยันการซื้อ,,,,,,,,,,Xác nhận mua vào,,
保證金餘額不足,,Insufficient Margin Balance,,มาร์จิ้นบาลานซ์ไม่เพียงพอ,,,,,,,,,,Số dư tiền bảo lãnh không đủ,,
立即入金,,Deposit Now,,ฝากเงิน,,,,,,,,,,Nhập tiền tức thời,,
交易數量已達上限,,The transactions have reached the upper limit.,,ธุรกรรมถึงขีดจำกัดแล้ว,,,,,,,,,,Số lượng giao dịch đã đạt giới hạn tối đa,,
"目前交易數量已達上限
 無法進行交易，請稍候再試",,"The current transactions have reached the upper limit. 
 You are unable to trade. Please try again later.",,"ธุรกรรมปัจจุบันถึงขีดจำกัดบนแล้ว
 คุณไม่สามารถซื้อขายได้ โปรดลองอีกครั้งในภายหลัง",,,,,,,,,,"Hiện tại số lượng giao dịch đã đạt giới hạn tối đa
 Không thể tiến hành giao dịch, vui lòng chờ thử lại sau",,
無法切換為{tradeMode}模式,,Unable to switch to {tradeMark} mode,,ไม่สามารถเปลี่ยนเป็นโหมด {tradeMark} ได้,,,,,,,,,,Không thể chuyển sang chế độ {tradeMode},,
需要無倉位、無當前持倉。才能夠切換，請立即前往倉位進行平倉,,Switching is allowed when there is no open or current positions. Please close all the positions immediately.,,อนุญาตให้สลับได้เมื่อไม่มีตำแหน่งหรือสัญญาที่เปิดอยู่ กรุณาทำการปิดตำแหน่งหรือสถานะสัญญาทั้งหมดทันที,,,,,,,,,,"Phải không có vị thế, không có vị thế để ngỏ hiện tại, mới có thể chuyển đổi, vui lòng lập tức vào vị thế để tiến hành vị thế thanh lý.",,
前往倉位,,Go to Position,,ไปยังตำแหน่ง,,,,,,,,,,Vào vị thế,,
目前持倉數量,,Current Open Position,,ตำแหน่งที่เปิดอยู่ในปัจจุบัน,,,,,,,,,,Số lượng vị thế để ngỏ hiện tại,,
設置追蹤止損距離,,Set trailing stop-loss distance,,ตั้งระยะหยุดขาดทุน,,,,,,,,,,Thiết lập khoảng cách chốt lỗ được theo dõi,,
預計盈虧,,Projected Profit/Loss,,ยอดกำไร/ขาดทุนที่คาดการณ์ไว้,,,,,,,,,,Lãi lỗ dự tính,,
查看持倉,,View positions,,ดูตำแหน่ง,,,,,,,,,,Tra cứu vị thế để ngỏ,,
查看掛單,,View order,,ดูคำสั่งซื้อ,,,,,,,,,,Tra cứu Đơn treo,,
繼續交易,,Continue Trading,,ซื้อขายต่อ,,,,,,,,,,Tiếp tục giao dịch,,
暫無資料,,No information available for the moment,,ไม่มีข้อมูลในขณะนี้,,,,,,,,,,Tạm thời không có dữ liệu,,
無法找到想要的解答？,,Can't find the answer you want?,,ไม่พบคำตอบที่คุณต้องการ?,,,,,,,,,,Không thể tìm thấy giải đáp như mong muốn?,,
請聯絡我們,,Please contact us.,,กรุณาติดต่อเรา,,,,,,,,,,Vui lòng liên hệ với chúng tôi,,
請先登入,,Please log in.,,กรุณาเข้าสู่ระบบ,,,,,,,,,,Trước tiên vui lòng đăng nhập,,
聯匯,,Linked Exchange Rate System,,ระบบอัตราแลกเปลี่ยน,,,,,,,,,,Tỷ giá hối đoái liên kết,,
模擬交易下無法使用此功能,,This function cannot be used when performing demo transactions.,,ไม่สามารถใช้ฟังก์ชันนี้ได้ภายใต้การจำลองการซื้อขาย,,,,,,,,,,Không thể sử dụng chức năng này trong giao dịch mô phỏng,,
確認,,Confirm,,ยืนยัน,,,,,,,,,,Xác nhận,,
功能關閉中,,Function is off.,,ฟังก์ชันปิดอยู่,,,,,,,,,,Chức năng đang bị đóng,,
USD,,USD,,ดอลล่าร์,,,,,,,,,,USD,,
手,,lot,,ล็อต,,,,,,,,,,Lượt,,
X,,X,,X,,,,,,,,,,X,,
登出,,Log out,,ออกจากระบบ,,,,,,,,,,Đăng xuất,,
登入,,Log in,,เข้าสู่ระบบ,,,,,,,,,,Đăng nhập,,
止損,,Stop Loss,,Stop Loss,,,,,,,,,,Chốt lỗ,,
止盈,,Take Profit,,Take Profit,,,,,,,,,,Chốt lãi,,
追蹤止損,,Trailing Stop,,Trailing Stop,,,,,,,,,,Theo dõi chốt lỗ,,
點差,,Spread,,Spread,,,,,,,,,,Giá chênh lệch,,
品項,,Item,,รายการ,,,,,,,,,,Hạng mục,,
代理條件-交易點差及手續費範圍列表,,Terms of Agency-List of Spread and Transaction Fee Limit,,ข้อกำหนดของตัวแทน-รายการสเปรดการซื้อขายและช่วงค่าธรรมเนียม,,,,,,,,,,Điều kiện Đại lý – Bảng liệt kê phạm vi phí thanh toán và giá chênh lệch trong giao dịch,,
交易品項,,Trading Items,,รายการซื้อขาย,,,,,,,,,,Hạng mục giao dịch,,
請選擇交易品項,,Please select a trading item.,,กรุณาเลือกรายการซื้อขาย,,,,,,,,,,Vui lòng chọn hạng mục giao dịch,,
請選擇交易方向,,Please select a trading direction.,,โปรดเลือกทิศทางการซื้อขาย,,,,,,,,,,Vui lòng chọn phương hướng giao dịch,,
請選擇槓桿設定,,Please select leverage settings.,,โปรดเลือกการตั้งค่าเลเวอเรจ,,,,,,,,,,Vui lòng chọn thiết lập đòn bẩy,,
持倉篩選器,,Position Filter,,ตัวกรองตำแหน่ง,,,,,,,,,,Bộ sàng lọc vị thế để ngỏ,,
開倉篩選器,,Open Position Filter,,เปิดตัวกรอง,,,,,,,,,,Bộ sàng lọc mất một vị trí,,
平倉篩選器,,Closing Filter,,ปิดตัวกรอง,,,,,,,,,,Bộ sàng lọc vị thế thanh lý,,
目前持倉,,Current Open Position,,ตำแหน่งที่เปิดอยู่ในปัจจุบัน,,,,,,,,,,Vị thế để ngỏ hiện tại,,
當前價,,Current Price,,ราคาปัจจุบัน,,,,,,,,,,Giá hiện tại,,
撤銷,,Cancel,,ยกเลิก,,,,,,,,,,Hủy,,
確定撤單?,,Are you sure you want to cancel the order?,,คุณแน่ใจหรือไม่ว่าต้องการยกเลิกคำสั่งซื้อ,,,,,,,,,,Chắc chắn hủy Đơn?,,
掛單價,,Order Price,,ราคาสั่งซื้อ,,,,,,,,,,Giá Đơn treo,,
刪除推薦碼,,Delete Referral Code,,ลบโค้ดแนะนำ,,,,,,,,,,Xóa bỏ mã giới thiệu,,
"刪除該推薦碼，將會導致已經發出去的連結可能會失效。
 已使用該推薦碼註冊的用戶則不會受到影響。
 

 確定要刪除推薦碼嗎？",,"Deleting the referral code will cause the link that has been sent out to be invalid. 
 Users who have registered with the referral code will not be affected. 
 

 Are you sure you want to delete the referral code?",,"การลบโค้ดแนะนำจะทำให้ลิงก์ที่ส่งออกไปไม่ถูกต้อง
 ผู้ใช้ที่เคยลงทะเบียนด้วยโค้ดแนะนำที่ถูกลบจะไม่ได้รับผลกระทบ
 คุณแน่ใจว่าต้องการลบโค้ดแนะนำหรือไม่",,,,,,,,,,"Xóa bỏ mã giới thiệu này, sẽ khiến cho liên kết đã phát ra có thể sẽ mất hiệu lực.
 Người sử dụng đã sử dụng mã giới thiệu này để đăng ký, thì sẽ không bị ảnh hưởng.
 

 Có chắc chắn muốn xóa bỏ mã giới thiệu không?",,
註冊,,Register,,ลงทะเบียน,,,,,,,,,,Đăng ký,,
開戶,,Open an Account,,เปิดบัญชี,,,,,,,,,,Mở tài khoản,,
已複製推薦碼連結,,Referral Link Cpied,,คัดลอกลิงค์ของโค้ดแนะนำแล้ว,,,,,,,,,,Đã copy liên kết mã giới thiệu,,
交易日期,,Trade Date,,วันที่ซื้อขาย,,,,,,,,,,Ngày giao dịch,,
取消掛單成功,,Order cancelled successfully,,ยกเลิกคำสั่งซื้อเรียบร้อยแล้ว,,,,,,,,,,Hủy bỏ Đơn treo thành công,,
"委託異動, 請重新進入",,Your order changed. Please re-enter.,,คำสั่งซื้อของคุณมีการเปลี่ยนแปลง กรุณาเข้าใหม่,,,,,,,,,,"Ủy quyền thay đổi, vui lòng vào lại",,
更多,,More,,อื่นๆ,,,,,,,,,,Nhiều hơn,,
BOLL,,BOLL,,BOLL,,,,,,,,,,BOLL,,
KDJ,,KDJ,,KDJ,,,,,,,,,,KDJ,,
MACD,,MACD,,MACD,,,,,,,,,,MACD,,
MA,,MA,,MA,,,,,,,,,,MA,,
RSI,,RSI,,RSI,,,,,,,,,,RSI,,
WR,,WR,,WR,,,,,,,,,,WR,,
收盤,,Close,,ปิด,,,,,,,,,,Giá đóng cửa giao dịch,,
漲跌值,,Volatility Value,,ค่าความผันผวน,,,,,,,,,,Giá trị tăng giảm,,
漲跌幅,,Volatility,,ความผันผวน,,,,,,,,,,Phạm vi tăng giảm,,
加載失敗,,Loading Failed,,การโหลดล้มเหลว,,,,,,,,,,Tải thêm không thành công,,
無法獲取到資料,,You are unable to obtain information.,,คุณไม่สามารถรับข้อมูลได้,,,,,,,,,,Không thể có được dữ liệu,,
1分,,1 Minute,,1 นาที,,,,,,,,,,1 phút,,
5分,,5 Minutes,,5 นาที,,,,,,,,,,5 phút,,
15分,,15 Minutes,,15 นาที,,,,,,,,,,15 phút,,
30分,,30 Minutes,,30 นาที,,,,,,,,,,30 phút,,
周線,,5 MA,,5 MA,,,,,,,,,,Tuyến tuần,,
月線,,20 MA,,20 MA,,,,,,,,,,Tuyến tháng,,
日線,,1 MA,,1 MA,,,,,,,,,,Tuyến ngày,,
分潤細節篩選器,,Revenue Share Details Filter,,ตัวกรองรายละเอียดส่วนแบ่งรายได้,,,,,,,,,,Bộ sàng lọc chi tiết chia lãi,,
分潤,,Revenue Share,,ส่วนแบ่งรายได้,,,,,,,,,,Chia lãi,,
用戶,,User,,ผู้ใช้,,,,,,,,,,Người sử dụng,,
請選擇用戶,,Please select a user.,,โปรดเลือกผู้ใช้,,,,,,,,,,Vui lòng chọn người sử dụng,,
請選擇商品,,Please select a product.,,กรุณาเลือกรายการ,,,,,,,,,,Vui lòng chọn sản phẩm,,
優惠,,Offer,,เสนอ,,,,,,,,,,Ưu đãi,,
工資,,Wage,,ค่าจ้าง,,,,,,,,,,Tiền công,,
註冊時間,,Registration Date,,วันที่ลงทะเบียน,,,,,,,,,,Thời gian đăng ký,,
輸入分潤細節搜尋條件,,Enter search criteria for revenue share details,,ป้อนเกณฑ์การค้นหารายละเอียดการแบ่งปันผลกำไร,,,,,,,,,,Nhập điều kiện tìm kiếm chi tiết chia lãi,,
請輸入搜尋條件,,Please enter search criteria.,,กรุณากรอกเงื่อนไขการค้นหา,,,,,,,,,,Vui lòng nhập điều kiện tìm kiếm,,
下級用戶清單篩選,,Basic User List Filter,,ตัวกรองรายการผู้ใช้พื้นฐาน,,,,,,,,,,Chọn lọc danh sách người sử dụng cấp dưới,,
請選擇推薦碼,,Please select a referral code.,,โปรดเลือกโค้ดแนะนำ,,,,,,,,,,Vui lòng chọn mã giới thiệu,,
下級用戶清單,,Basic User List,,รายชื่อผู้ใช้พื้นฐาน,,,,,,,,,,Danh sách người sử dụng cấp dưới,,
暫無用戶資料,,No user information available for the moment,,ไม่มีข้อมูลผู้ใช้ในขณะนี้,,,,,,,,,,Tạm thời không có thông tin người sử dụng,,
輸入下級用戶清單搜尋條件,,Enter search criteria for basic user list,,ป้อนเกณฑ์การค้นหาสำหรับรายชื่อผู้ใช้พื้นฐาน,,,,,,,,,,Nhập điều kiện tìm kiếm danh sách người sử dụng cấp dưới,,
搜尋結果,,Search Results,,ผลการค้นหา,,,,,,,,,,Kết quả tìm kiếm,,
輸入推薦碼搜尋條件,,Enter search criteria for referral code,,ป้อนเกณฑ์การค้นหาสำหรับโค้ดแนะนำ,,,,,,,,,,Nhập điều kiện tìm kiếm mã giới thiệu,,
請選擇動作,,Please select an action.,,โปรดเลือกการดำเนินการ,,,,,,,,,,Vui lòng chọn động tác,,
查看清單,,View List,,ดูรายการ,,,,,,,,,,Tra cứi danh sách,,
編輯,,Edit,,แก้ไข,,,,,,,,,,Biên tập,,
請輸入戶名,,Please enter your account name.,,กรุณาใส่ชื่อบัญชีของคุณ,,,,,,,,,,Vui lòng nhập tên tài khoản,,
編輯推薦碼,,Edit Referral Code,,แก้ไขโค้ดแนะนำ,,,,,,,,,,Biên tập mã giới thiệu,,
新增成功,,Added successfully,,เพิ่มเรียบร้อยแล้ว,,,,,,,,,,Thêm mới thành công,,
名稱,,Name,,ชื่อ,,,,,,,,,,Tên gọi,,
備註,,Notes,,หมายเหตุ,,,,,,,,,,Ghi chú,,
請輸入備註,,Please enter notes.,,กรุณาใส่หมายเหตุ,,,,,,,,,,Vui lòng nhập ghi chú,,
儲存,,Save,,บันทึก,,,,,,,,,,Lưu,,
尚有資料未填寫,,Information not yet completed,,ข้อมูลยังไม่เสร็จสมบูรณ์,,,,,,,,,,Còn có dữ liệu chưa điền,,
編輯點差及手續費,,Edit Spread and Transaction Fee,,แก้ไขค่าสเปรดและค่าธรรมเนียม,,,,,,,,,,Biên tập giá chênh lệch và phí thực hiện,,
新增點差及手續費,,Add Spread and Transaction Fee,,เพิ่มสเปรดและค่าธรรมเนียม,,,,,,,,,,Thêm giá chênh lệch và phí thực hiện,,
類別,,Category,,หมวดหมู่,,,,,,,,,,Loại,,
請選擇類別,,Please select a category.,,โปรดเลือกหมวดหมู่,,,,,,,,,,Vui lòng chọn loại,,
請選擇品項,,Please select an item.,,กรุณาเลือกรายการ,,,,,,,,,,Vui lòng chọn hạng mục,,
代號,,Symbol,,เครื่องหมาย,,,,,,,,,,Mã số,,
請輸入代號,,Please enter a symbol.,,กรุณาใส่สัญลักษณ์,,,,,,,,,,Vui lòng nhập mã số,,
調整點差,,Adjust Spread,,ปรับสเปรด,,,,,,,,,,Điều chỉnh giá chênh lệch,,
調整手續費,,Adjust Transaction Fee,,ปรับค่าธรรมเนียม,,,,,,,,,,Điều chỉnh phí thực hiện,,
超出手續費範圍,,Beyond transaction fee limit,,เกินขีดจำกัดค่าธรรมเนียม,,,,,,,,,,Vượt quá phạm vi phí thực hiện,,
超出點差範圍,,Beyond spread limit,,เกินขีดจำกัดสเปรด,,,,,,,,,,Vượt quá phạm vi giá chênh lệch,,
輸入交易設定搜尋條件,,Enter search criteria for trading settings,,ป้อนเกณฑ์การค้นหาสำหรับการตั้งค่าการซื้อขาย,,,,,,,,,,Nhập điều kiện tìm kiếm thiết lập giao dịch,,
總分潤,,Total Revenue Share,,ส่วนแบ่งรายได้ทั้งหมด,,,,,,,,,,Tổng lãi chia,,
用戶分潤篩選器,,User Revenue Share Filter,,ตัวกรองส่วนแบ่งรายได้ของผู้ใช้,,,,,,,,,,Bộ sàng lọc chia lãi cho người sử dụng,,
用戶分潤報表,,User Revenue Share Report,,รายงานส่วนแบ่งรายได้ของผู้ใช้,,,,,,,,,,Bảng báo cáo chia lãi cho người sử dụng,,
輸入搜尋條件,,Enter search criteria,,ป้อนเกณฑ์การค้นหา,,,,,,,,,,Nhập điều kiện tìm kiếm,,
未領取分潤,,Unclaimed Revenue Share,,ไม่ได้รับเงินปันผล,,,,,,,,,,Chưa lĩnh nhận lãi chia,,
取出分潤,,Take Out Revenue Share,,ถอนส่วนแบ่งรายได้,,,,,,,,,,Lĩnh lãi chia,,
分潤概況,,Revenue Share Overview,,ภาพรวมส่วนแบ่งรายได้,,,,,,,,,,Tình hình chia lãi,,
代理條件頁,,Terms of Agency Page,,เงื่อนไขหน้าตัวแทน,,,,,,,,,,Trang điều kiện Đại lý,,
入金返利,,Deposit Rebate,,เงินคืนเงินฝาก,,,,,,,,,,Hàn lãi nhập tiền,,
交易手數返利,,Rebate on Trading Lots,,เงินคืนจากล็อตการซื้อขาย,,,,,,,,,,Hoàn lãi số lượt giao dịch,,
最低工資,,Minimum Wage,,ค่าแรงขั้นต่ำ,,,,,,,,,,Tiền công thấp nhất,,
最低工資獲得條件,,Conditions for Obtaining the Minimum Wage,,เงื่อนไขการรับค่าจ้างขั้นต่ำ,,,,,,,,,,Điều kiện lĩnh tiền công thấp nhất,,
交易點差及手續費範圍,,Spread and Transaction Fee Limit,,ขีดจำกัดค่าธรรมเนียมและสเปรด,,,,,,,,,,Phạm vi giá chênh lệch và phí thực hiện giao dịch,,
請選擇品種,,Please select a variety.,,กรุณาเลือกประเภท,,,,,,,,,,Vui lòng chọn loại sản phẩm,,
當前非交易時段,,Not in trading hours,,ไม่ได้อยู่ในเวลาซื้อขาย,,,,,,,,,,Hiện tại không phải là thời điểm giao dịch,,
該品項暫時無法交易,,This item is unavailable for the moment.,,รายการนี้ไม่สามารถใช้ได้ในขณะนี้,,,,,,,,,,Hạng mục này tạm thời không thể giao dịch,,
您確定要放棄修改嗎？,,Are you sure you want to abandon the modification?,,คุณแน่ใจหรือไม่ว่าต้องการยกเลิกการแก้ไข,,,,,,,,,,Bạn có chắc chắn muốn từ bỏ sửa đổi không?,,
設置止損價格,,Set stop-loss price,,ตั้งราคาstop-loss,,,,,,,,,,Thiết lập giá cả chốt lỗ,,
設置止盈價格,,Set take-profit price,,ตั้งราคาtake-profit,,,,,,,,,,Thiết lập giá cả chốt lãi,,
修改持倉單,,Modify Position Order,,แก้ไขคำสั่งตำแหน่ง,,,,,,,,,,Sửa đổi Đơn vị thế để ngỏ,,
部份單號平倉失敗!,,Failed to close some orders!,,ไม่สามารถปิดคำสั่งซื้อบางรายการได้!,,,,,,,,,,Một phần số Đơn ở vị thế để ngỏ không thành công!,,
查無此單號,,This order number is not found.,,ไม่พบหมายเลขคำสั่งซื้อนี้,,,,,,,,,,Không có số Đơn này,,
未知錯誤({code}),,Unknown Error ({code}),,เกิดข้อผิดพลาดที่ไม่รู้จัก ({code}),,,,,,,,,,Bị lỗi chưa biết ({code}),,
調整保證金,,Adjust Margin,,ปรับMargin,,,,,,,,,,Điều chỉnh tiền bảo lãnh,,
調整後預估強平價,,Projected Forced Parity after Adjustment,,ปรับราคาการชำระบัญชีโดยประมาณ,,,,,,,,,,Giá cưỡng chế thanh lý dự tính sau khi điều chỉnh,,
追加,,Add,,เพิ่ม,,,,,,,,,,Thêm vào,,
最多可追加,,Maximum to be added,,เพิ่มสูงสุด,,,,,,,,,,Tối đa có thể thêm vào,,
請輸入金額,,Please enter an amount.,,กรุณาใส่จำนวนเงิน,,,,,,,,,,Vui lòng nhập số tiền,,
請輸入{min}元以上金額,,Please enter an amount above {min} dollars.,,โปรดป้อนจำนวนเงินที่สูงกว่า {min} ดอลลาร์,,,,,,,,,,Vui lòng nhập số tiền trên {min} tệ,,
請輸入{max}元以下金額,,Please enter an amount below {max} dollars.,,โปรดป้อนจำนวนเงินที่ต่ำกว่า {max} ดอลลาร์,,,,,,,,,,Vui lòng nhập số tiền dưới {max} tệ,,
指標,,Index,,ดัชนี,,,,,,,,,,Chỉ tiêu,,
默認設置,,Default Settings,,การตั้งค่าเริ่มต้น,,,,,,,,,,Thiết lập mặc định,,
UP,,UP,,UP,,,,,,,,,,UP,,
DN,,DN,,DN,,,,,,,,,,DN,,
MB,,MB,,MB,,,,,,,,,,MB,,
時間週期,,Cycle,,ช่วงเวลา,,,,,,,,,,Chu kỳ thời gian,,
帶寬,,Bandwidth,,Bandwidth,,,,,,,,,,Băng thông,,
K,,K,,K,,,,,,,,,,K,,
D,,D,,D,,,,,,,,,,D,,
J,,J,,J,,,,,,,,,,J,,
計算週期,,Calculate Cycle,,คำนวณรอบ,,,,,,,,,,Chu kỳ tính,,
移動平均週期1,,Moving Average Cycle 1,,เส้นค่าเฉลี่ยเคลื่อนที่ 1,,,,,,,,,,Chu kỳ di chuyển bình quân 1,,
移動平均週期2,,Moving Average Cycle 2,,เส้นค่าเฉลี่ยเคลื่อนที่ 2,,,,,,,,,,Chu kỳ di chuyển bình quân 2,,
DIF,,DIF,,DIF,,,,,,,,,,DIF,,
DEA,,DEA,,DEA,,,,,,,,,,DEA,,
短週期,,Short Cycle,,ระยะสั้น,,,,,,,,,,Chu kỳ ngắn,,
長週期,,Long Cycle,,ระยะยาว,,,,,,,,,,Chu kỳ dài,,
週期,,Cycle,,ระยะเวลา,,,,,,,,,,Chu kỳ,,
圖表類型,,Type of Chart,,ประเภทของแผนภูมิ,,,,,,,,,,Loại hình biểu đồ,,
蠟燭圖,,Candlestick Chart,,แผนภูมิแท่งเทียน,,,,,,,,,,Sơ đồ nến,,
分時圖,,Time-sharing Chart,,แผนภูมิแบ่งเวลา,,,,,,,,,,Sơ đồ phút giờ,,
修改掛單,,Modify Order,,แก้ไขคำสั่งซื้อ,,,,,,,,,,Sửa đổi Đơn treo,,
請輸入您的掛單價格,,Please enter your order price.,,กรุณาใส่ราคาสั่งซื้อของคุณ,,,,,,,,,,Vui lòng nhập giá cả Đơn treo của bạn,,
下級用戶專用,,Only for Basic User,,สำหรับผู้ใช้พื้นฐานเท่านั้น,,,,,,,,,,Người sử dụng cấp dưới chuyên dụng,,
銀行轉帳,,Bank Transfer,,โอนเงินผ่านธนาคาร,,,,,,,,,,Chuyển khoản ngân hàng,,
提交申請中,,Submitting Application,,กำลังยื่นคำขอ,,,,,,,,,,Đang gửi đăng ký,,
提交出金申請,,Submit Withdrawal Application,,ยื่นคำขอการถอนเงิน,,,,,,,,,,Gửi đăng ký xuất tiền,,
相關提示:,,Related tips:,,คำแนะนำที่เกี่ยวข้อง:,,,,,,,,,,Gợi ý liên quan:,,
"客戶出金所指定之帳號，必需是開戶時所指定之出金銀行帳號。
 電子交易系統之線上出金申請時間為每個營業日上午8：00~14：00",,"The account number specified by the customer for withdrawal must be the account number of the withdrawal bank specified at the time of account opening. 
 The online withdrawal application time of the electronic trading system is from 8:00 am to 14:00 am on each business day.",,"หมายเลขบัญชีที่ลูกค้าต้องการถอน จะต้องเป็นหมายเลขบัญชีธนาคารที่ระบุไว้ในตอนเปิดบัญชี
 เวลายื่นขอถอนเงินของระบบการซื้อขายทางออนไลน์ ตั้งแต่ 8.00 น. ถึง 14.00 น. ในแต่ละวันทำการ",,,,,,,,,,"Số tài khoản xuất tiền do khách hàng chỉ định, nhất định phải là số tài khoản ngân hàng xuất tiền được chỉ định khi mở tài khoản.
 Thời gian đăng ký xuất tiền trực tuyến của hệ thống giao dịch điện tử là 8:00~14:00 vào mỗi ngày kinh doanh.",,
出金申請完成,,Withdrawal Application Completed,,คำขอถอนเงินเสร็จสมบูรณ์,,,,,,,,,,Hoàn thành đăng ký xuất tiền,,
"審核預計會需要 3-5 個工作天。
 通過後，您將會收到資金轉帳通知。",,"The review application is expected to take 3-5 working days. 
 After approval, you will receive a notification of the fund transfer.",,"การตรวจสอบคาดว่าจะใช้เวลา 3-5 วันทำการ
 หลังจากได้รับอนุมัติแล้ว ท่านจะได้รับแจ้งการโอนเงิน",,,,,,,,,,"Thẩm hạch dự tính cần 3-5 ngày làm việc.
 Sau khi thông qua, bạn sẽ nhận được thông báo chuyển khoản vốn.",,
已完成申請,,Application Completed,,ยื่นขอเสร็จสิ้น,,,,,,,,,,Đã hoàn thành đăng ký,,
額度,,Limit,,วงเงิน,,,,,,,,,,Hạn ngạch,,
出金帳戶設定,,Withdrawal Account Settings,,การตั้งค่าบัญชีถอนเงิน,,,,,,,,,,Thiết lập tài khoản xuất tiền,,
"您目前沒有任何出金帳戶，請按下方或右上角「+」按鈕新增後
 進行審核。",,"You do not have any withdrawal account currently. Please click the ""+"" button below or the one in the upper right corner to add an account for review.",,"คุณไม่มีบัญชีถอนเงินใด ๆ ในขณะนี้ โปรดคลิกปุ่ม ""+"" ด้านล่างหรือปุ่มที่มุมบนขวาเพื่อทำการเพิ่มบัญชีเพื่อตรวจสอบ",,,,,,,,,,"Bạn hiện tại không có bất kỳ tài khoản xuất tiền nào, vui lòng nhấn vào nút “+” ở phía dưới hoặc góc trên bên phải để thêm mới,
 sau đó tiến hành thẩm hạch.",,
新增出金帳戶,,Add Withdrawal Account,,เพิ่มบัญชีถอนเงิน,,,,,,,,,,Thêm tài khoản xuất tiền,,
未過審,,Not approved,,ไม่ผ่านการอนุมัติ,,,,,,,,,,Chưa thẩm hạch,,
目前無出金方式，如要新增出金帳戶，請,,"There is no withdrawal method currently. If you want to add a new withdrawal account, please",,ขณะนี้ยังไม่มีช่องทางการถอนเงิน หากคุณต้องการเพิ่มบัญชีถอนใหม่ โปรด ,,,,,,,,,,"Hiện tại không có phương thức xuất tiền, nếu cần thêm tài khoản xuất tiền, vui long ",,
聯繫客服人員,,contact customer support,,ติดต่อฝ่ายบริการลูกค้า,,,,,,,,,,liên hệ với nhân viên Dịch vụ Khách hàng,,
獲取交易帳戶中,,Getting Trading Account,,เข้าสู่บัญชีซื้อขาย,,,,,,,,,,Đang có được tài khoản giao dịch,,
PAY,,PAY,,จ่าย,,,,,,,,,,PAY,,
立即入金享受交易,,Deposit now to enjoy the trading.,,ฝากตอนนี้เพื่อสนุกไปกับการซื้อขาย,,,,,,,,,,Lập tức nhập tiền để hưởng giao dịch,,
最低{value},,Minimum {value},,ขั้นต่ำ {value},,,,,,,,,,Tối thiểu {value},,
{min}-{max},,{min}-{max},,{min}-{max},,,,,,,,,,{min}-{max},,
重要提醒,,Important Reminder,,คำเตือน,,,,,,,,,,Lời nhắc quan trọng,,
"請使用本人的帳戶轉帳
 帳戶有效期限為 24 小時
 轉帳金額務必一致
 請勿重複轉帳",,"Please transfer funds through your own account. 
 The account is valid for 24 hours. 
 The transfer amount must be consistent. 
 Please do not make duplicate transfers.",,"โปรดโอนเงินผ่านบัญชีของคุณเอง
 บัญชีมีอายุ 24 ชั่วโมง
 จำนวนเงินที่โอนจะต้องสอดคล้องกับจำนวนเงินที่ยื่นขอ
 โปรดอย่าทำการโอนเงินซ้ำ",,,,,,,,,,"Vui lòng sử dụng tài khoản đích thân người sử dụng để chuyển khoản
 Thời hạn có hiệu lực của tài khoản là 24 tiếng
 Số tiền chuyển khoản phải đồng nhất
 Không được chuyển khoản trùng lặp",,
獲得轉帳資訊 去轉帳,,Get transfer information to transfer funds.,,รับข้อมูลการโอนเงินเพื่อโอนเงิน,,,,,,,,,,Có được thông tin chuyển khoản để chuyển khoản,,
我已瞭解上述資訊,,I already understand the above information.,,ฉันเข้าใจข้อมูลข้างต้นแล้ว,,,,,,,,,,Tôi đã hiểu thông tin trên,,
入金金額,,Deposit Amount,,จำนวนเงินฝาก,,,,,,,,,,Số nhập tiền,,
請於,,Please,,โปรด,,,,,,,,,,Vui lòng tại,,
完成轉帳,,complete the transfer by,,เสร็จสิ้นการโอน,,,,,,,,,,Hoàn thành chuyển khoản,,
收款銀行及代碼,,Receiving Bank and Code,,ชื่อธนาคารและรหัสธนาคาร,,,,,,,,,,Ngân hàng nhận và mã số,,
收款帳戶,,Receiving Account,,เลขบัญชีธนาคาร,,,,,,,,,,Tài khoản nhận,,
已完成轉帳,,Transfer Completed,,ทำการโอนเรียบร้อย,,,,,,,,,,Đã hoàn thành chuyển khoản,,
"注意事項：
 轉帳金額與申請金額不一致，則無法轉帳成功。
 超過有效期限，則無法轉帳成功。
 請不要重複匯款。",,"Note: 
 The transfer cannot be successful if the transfer amount is inconsistent with the amount in the application. 
 The transfer cannot be successful if the order expires. 
 Please do not make duplicate remittances.",,"ข้อควรระวัง:
 หากจำนวนเงินที่โอนไม่สอดคล้องกับจำนวนเงินที่ยื่นขอ จะไม่สามารถโอนได้สำเร็จ
 หากเกินกว่าวันที่กำหนดไว้ จะไม่สามารถทำการโอนได้
 กรุณาอย่าโอนเงินซ้ำ",,,,,,,,,,"Những điều cần chú ý:
 Số tiền chuyển khoản không khớp với số tiền đăng ký, thì không thể chuyển khoản thành công.
 Vượt quá thời hạn có hiệu lực, thì không thể chuyển khoản thành công.
 Không được chuyển khoản trùng lặp.",,
