請輸入微信,,Please enter your WeChat.,,กรุณากรอก WeChat ของคุณ,,,,,,,,,Vui lòng nhập WeChat,,,applyAgent.wechatHint
Line ID,,Line ID,,ไอดีไลน์,,,,,,,,,Line ID,,,applyAgent.lineIdTitle
請輸入Line ID,,Please enter your Line ID.,,กรุณากรอกไลน์ไอดีของคุณ,,,,,,,,,Vui lòng nhập Line ID,,,applyAgent.lineIdHint
立刻申請成為代理,,Apply now to become an agent,,ยื่นคำขอเป็นตัวแทนทันที,,,,,,,,,Lập tức đăng ký trở thành Đại lý,,,applyAgent.applyAgentImmediatelyButton
授權夥伴與我們共享成功果實。前端服務品質至關重要，因此我們只會與夥伴合作完成此項任務。,,"Our partners are authorized to share the fruits of success with us. The quality of front-end service is very important, so we will only work with our partners to complete this task.",,พันธมิตรของเราได้รับอนุญาตให้แบ่งปันผลแห่งความสำเร็จกับเรา คุณภาพของบริการส่วนหน้ามีความสำคัญมาก ดังนั้นเราจะทำงานร่วมกับพันธมิตรของเราเพื่อทำงานนี้ให้สำเร็จเท่านั้น,,,,,,,,,"Đối tác được ủy quyền cùng chúng tôi hưởng kết quả thành công. Chất lượng dịch vụ hàng đầu quan trọng nhất, vì thế, chúng tôi chỉ hợp tác với đối tác để hoàn thành nhiệm vụ này.",,,applyAgent.applyAgentTip
可以在短邊推測,,You can speculat on the short side,,คุณสามารถเก็งกำไรในด้านสั้น,,,,,,,,,Có thể suy ra từ bên ngắn,,,applyAgent.medalTitle1
獲得更多收益,,to gain more profits,,เพื่อให้ได้กำไรมากขึ้น,,,,,,,,,Nhận thêm được nhiều lợi ích,,,applyAgent.medalTitle2
降低風險,,and reduce risk.,,และลดความเสี่ยง,,,,,,,,,Giảm thấp rủi ro,,,applyAgent.medalTitle3
代理條件,,Terms of Agency,,เงื่อนไขตัวแทน,,,,,,,,,Điều kiện Đại lý,,,"agentSetting.agentCondition,agentCondition.appBarTitle"
代理資金明細,,Agency Funds Details,,รายละเอียดกองทุนตัวแทน,,,,,,,,,Hóa đơn vốn Đại lý,,,agentSetting.agentPaymentDetail
全部,,All,,ทั้งหมด,,,,,,,,,Toàn bộ,,,"achievementsLevel.filter.typesAll,agentProfitList.typesAll"
未完成,,Unfinished,,ยังไม่เสร็จ,,,,,,,,,Chưa hoàn thành,,,achievementsLevel.filter.typesUndone
未領取,,Unclaimed,,ยังไม่รับ,,,,,,,,,Chưa lĩnh nhận,,,achievementsLevel.filter.typesNotReceived
已領取,,Received,,ได้รับแล้ว,,,,,,,,,Đã lĩnh nhận,,,"achievementsLevel.filter.typesReceived,achievementsLevelList.typesReceived"
成就獎勵領取僅限「真實賬戶」交易行為,,Achievement rewards are only available for transactions in real accounts.,,รางวัลความสำเร็จมีให้สำหรับธุรกรรมในบัญชีจริงเท่านั้น,,,,,,,,,Lĩnh nhận thưởng khuyến khích thành tựu chỉ dành cho hành vi giao dịch “Tài khoản thực”,,,"achievementsLevel.rewardTip,referralCodeShare.headerTip"
尚無成就任務,,No achievement tasks yet,,ยังไม่มีภารกิจสำเร็จ,,,,,,,,,Không có nhiệm vụ thành tựu,,,achievementsLevel.emptyTip
一鍵領\n取獎勵,,Click to Receive \n Rewards,,คลิกเพื่อรับ \n รางวัล,,,,,,,,,Một phím lĩnh \n nhận thưởng khuyến khích,,,"achievementsLevel.pickUpAllButton,dailyMission.pickUpAllButton"
無可領取獎勵,,No rewards available,,ไม่มีรางวัล,,,,,,,,,Không có thưởng khuyến khích có thể lĩnh nhận,,,"achievementsLevel.noRewardAvailable,dailyMission.noRewardAvailable"
領取獎勵失敗,,Failed to claim rewards,,ล้มเหลวในการรับรางวัล,,,,,,,,,Lĩnh nhận thưởng khuyến khích không thành công,,,"achievementsLevel.rewardFailed,dailyMission.rewardFailed"
前往交易,,Trade Now,,เทรดเลย,,,,,,,,,Vào giao dịch,,,achievementsLevel.goTradeButton
可使用獎勵,,Rewards Available,,สามารถใช้รางวัล,,,,,,,,,Thưởng khuyến khích có thể sử dụng,,,award.tabAvailable
歷史獎勵,,Reward History,,ประวัติรางวัล,,,,,,,,,Thưởng khuyến khích lịch sử,,,award.tabHistory
獎勵來源,,Source of Rewards,,ที่มาของรางวัล,,,,,,,,,Nguồn thưởng khuyến khích,,,awardList.source
領取時間,,Collection Time,,เวลารับ,,,,,,,,,Thời gian lĩnh nhận,,,awardList.pickUpTime
使用期限,,Validity Period,,ระยะเวลาที่ใช้ได้,,,,,,,,,Thời hạn sử dụng,,,awardList.expiryDate
使用時間,,Time of Usage ,,เวลาใช้งาน,,,,,,,,,Thời gian sử dụng,,,awardList.usageTime
已使用,,Used,,ใช้แล้ว,,,,,,,,,Đã sử dụng,,,awardList.used
已逾期,,Overdue,,หมดอายุ,,,,,,,,,Đã quá hạn,,,awardList.expired
永久使用,,Permanent Use,,ใช้งานถาวร,,,,,,,,,Sử dụng lâu dài,,,awardList.useForever
推薦朋友 共同獲利,,Recommend friends to make profits together.,,แนะนำเพื่อนมาทำกำไรด้วยกัน,,,,,,,,,Giới thiệu bạn bè  Cùng được lợi,,,referralCodeShare.shareFriendTitle
交易越多賺越多，推薦好友投資，即可獲得獎勵唷,,"The more you trade, the more you earn. If you recommend a friend to invest, you can get rewards.",,ยิ่งคุณเทรดมากเท่าไหร่ คุณก็ยิ่งได้รับมากขึ้นเท่านั้น หากคุณแนะนำเพื่อนให้ลงทุน คุณสามารถรับรางวัลไปเลย,,,,,,,,,"Giao dịch càng nhiều, kiếm được càng nhiều, giới thiệu bạn bè đầu tư, có thể giành được thưởng khuyến khích",,,referralCodeShare.shareFriendSubtitle
發送連結邀請,,Send Invitation Link ,,ส่งลิงค์คำเชิญ,,,,,,,,,Phát lời mời liên kết,,,referralCodeShare.sendInviteLink
社群分享,,Community Sharing,,การแบ่งปันในชุมชน,,,,,,,,,Chia sẻ mạng xã hội,,,referralCodeShare.communityShareTitle
已複製至剪貼板,,Copied to Clipboard,,คัดลอกไปยังคลิปบอร์ดแล้ว,,,,,,,,,Đã copy vào bảng cắt dán,,,"referralCodeShare.copyToClipboardSuccess,copyButton.copyToClipboardSuccess"
語言,,Language,,ภาษา,,,,,,,,,Ngôn ngữ,,,"setting.languageTitle,languageSetting.appBarTitle"
系統,,System,,ระบบ,,,,,,,,,Hệ thống,,,"setting.languageDefault,languageSetting.localeDefault"
漲跌顏色,,Color of Ups and Downs,,สีสันแห่งการขึ้น ๆ ลง ๆ,,,,,,,,,Màu tăng giảm,,,setting.upDownColorTitle
通知設定,,Notification Settings,,ตั้งค่าการแจ้งเตือน,,,,,,,,,Thiết lập thông báo,,,setting.notifySettingTitle
檢查更新,,Check for Updates,,ตรวจสอบสำหรับการอัพเดต,,,,,,,,,Kiểm tra cập nhật,,,setting.checkUpdateTitle
當前版本,,Current Version,,เวอร์ชันปัจจุบัน,,,,,,,,,Phiên bản hiện tại,,,setting.currentVersionTitle
清理緩存,,Clear Cache,,ล้างแคช,,,,,,,,,Xóa dọn bộ nhớ đệm,,,setting.clearCacheTitle
清除快取失敗,,Failed to clear cache,,ไม่สามารถล้างแคช,,,,,,,,,Xóa lấy nhanh không thành công,,,setting.errorClearCacheFail
綠漲紅跌,,Green Up and Red Down,,สีเขียวขึ้นและสีแดงลง,,,,,,,,,"Xanh lá cây tăng, đỏ giảm",,,"setting.upGreenDownRed,upDownColorSetting.upGreenDownRed"
紅漲綠跌,,Red Up and Green Down,,สีแดงขึ้นและสีเขียวลง,,,,,,,,,"Đỏ tăng, xanh lá cây giảm",,,"setting.upRedDownGreen,upDownColorSetting.upRedDownGreen"
已是最新版本,,It is the latest version.,,เป็นรุ่นล่าสุด,,,,,,,,,Đã là phiên bản mới nhất,,,setting.versionIsNewest
已清理 {size} MB,,Cleared {size} MB,,เคลียร์แล้ว {size} MB,,,,,,,,,Đã xóa dọn {size} MB,,,setting.clearCacheToast
尚無緩存需要清理,,No cache to clear yet,,ยังไม่มีแคชให้ล้าง,,,,,,,,,Không có bộ nhớ đệm cần xóa dọn,,,setting.noCacheNeedClean
刪除,,Delete,,ลบ,,,,,,,,,Xóa bỏ,,,"futuresCustomEdit.delete,agentReferralCodeList.descriptionPopup.deleteButton,agentReferralCodeFunctionPopup.deleteButton"
自選編輯,,Optional Editing,,แก้ไขเพิ่มเติม,,,,,,,,,Tự chọn biên tập,,,futuresCustomEdit.appBarTitle
變更成功,,Successful Change,,แก้ไขสำเร็จ,,,,,,,,,Thay đổi thành công,,,futuresCustomEdit.changeSuccess
拖動,,Drag,,ลาก,,,,,,,,,Lôi kéo,,,futuresCustomEdit.drag
創建價格提醒,,Create Price Reminder,,สร้างการเตือนราคา,,,,,,,,,Nhắc lập giá cả,,,futuresAlert.appBarTitle
當,,Remind me,,เตือนฉัน,,,,,,,,,Khi,,,futuresAlert.titleTip
達到以下價格時提醒我,,when the following prices are reached.,,แจ้งเตือนเมื่อถึงราคาต่อไปนี้,,,,,,,,,đạt đến giá cả sau đây thì hãy nhắc tôi,,,futuresAlert.alertWhenPrice
提醒列表,,Reminder List ,,รายการเตือนความจำ,,,,,,,,,Bảng liệt kê nhắc nhở,,,futuresAlert.alertList
創建提醒成功,,Reminder created successfully ,,สร้างการช่วยเตือนเรียบร้อยแล้ว,,,,,,,,,Tạo lời nhắc thành công,,,futuresAlert.createSuccess
已成功刪除提醒,,Reminder deleted successfully,,ลบการช่วยเตือนเรียบร้อยแล้ว,,,,,,,,,Đã thành công xóa bỏ lời nhắc,,,futuresAlert.removeSuccess
我的委託,,My Order,,คำสั่งซื้อของฉัน,,,,,,,,,Ủy quyền của tôi,,,futuresDetail.bottomSheet.header
尚無持倉,,No open position yet,,ยังไม่มีตำแหน่งที่เปิด,,,,,,,,,Không có vị thế để ngỏ,,,"futuresDetail.bottomSheet.positionEmptyTip,futuresDetail.bottomSheet.orderEmptyTip,agentFundingPositions.emptyTip"
價格漲跌幅,,Price Rise and Fall,,ราคาขึ้นและลง,,,,,,,,,Phạm vi tăng giảm giá cả,,,futuresDetail.dataTab.priceChangeRate
5分鐘,,5 Minutes,,5 นาที,,,,,,,,,5 phút,,,futuresDetail.dataTab.minute5
1小時,,1 Hour,,1 ชั่วโมง,,,,,,,,,1 tiếng,,,"futuresDetail.dataTab.hour1,futuresChart.chartHour1"
今日,,Today,,วันนี้,,,,,,,,,Hôm nay,,,futuresDetail.dataTab.today
價格變化區間,,Price Range,,ช่วงราคา,,,,,,,,,Khoảng thay đổi giá cả,,,futuresDetail.dataTab.priceChangeValue
最低價,,Lowest Price,,ราคาต่ำสุด,,,,,,,,,Giá thấp nhất,,,futuresDetail.dataTab.lowPrice
最高價,,Highest Price,,ราคาสูงสุด,,,,,,,,,Giá cao nhất,,,futuresDetail.dataTab.highPrice
成交量,,Volume,,ปริมาณ,,,,,,,,,Lượng giao dịch thành công,,,"futuresDetail.dataTab.volume,futuresChart.volume"
已加入個人自訂品種,,A custom variety has been added.,,เพิ่มความหลากหลายที่กำหนดเองแล้ว,,,,,,,,,Đã gia nhập loại tự đặt cá nhân,,,"futuresDetail.addFavoriteSuccess,futuresChartFullScreen.addFavoriteSuccess"
已移除個人自訂品種,,A custom variety has been removed.,,ลบความหลากหลายที่กำหนดเองแล้ว,,,,,,,,,Đã gỡ bỏ loại tự đặt cá nhân,,,"futuresDetail.removeFavoriteSuccess,futuresChartFullScreen.removeFavoriteSuccess"
委買量,,Purchase Volume,,ปริมาณการซื้อ,,,,,,,,,Lượng ủy quyền mua,,,futuresDetail.buyInVolume
委賣量,,Commission Volume,,ปริมาณคอมมิชชั่น,,,,,,,,,Lượng ủy quyền bán,,,futuresDetail.sellOutVolume
縮起,,Shrink up,,หด,,,,,,,,,Co rút,,,futuresDetail.recentTransactionFoldLabel
市場關閉－僅接受掛單交易,,The market is closed－only orders are accepted.,,ตลาดปิด - ยอมรับเฉพาะคำสั่งซื้อเท่านั้น,,,,,,,,,Đóng thị trường – Chỉ nhận giao dịch Đơn treo,,,"futuresDetail.marketClose,futuresTransaction.marketClose"
行情,,Quotes,,Quotes,,,,,,,,,Giá thị trường,,,futuresDetail.tabChart
數據,,Data,,ข้อมูล,,,,,,,,,Số liệu,,,futuresDetail.tabData
詳情,,Details,,รายละเอียด,,,,,,,,,Chi tiết,,,futuresDetail.tabContract
交易中,,Trading,,กำลังดำเนินการ,,,,,,,,,Đang giao dịch,,,futuresDetail.inTradingTime
僅接受掛單,,Only orders are accepted.,,รับเฉพาะคำสั่งซื้อเท่านั้น,,,,,,,,,Chỉ nhận Đơn treo,,,futuresDetail.onlyLimitOrder
全倉模式,,Cross Leverage,,โหมด Cross Leverage,,,,,,,,,Chế độ ký quỹ chéo,,,"futuresDetail.fullWarehouse,tradeModePopup.contentTitle1"
"此交易為全倉交易，虧損金額會超過保證金金額。

當持續虧損導致賬戶達到強平線時，其他訂單將會被陸續強平，賬戶資金將全部虧損！

建議您設定止盈和止損價格，能夠更有效率的控制資金情況！",,"This is a cross leverage transaction, and the loss amount can exceed the margin amount. 

When continuous losses cause the account to reach the liquidation line, other orders will be liquidated one after another, and all the account funds will be lost! 

It is recommended that you set take profit and stop loss prices to control the funds more efficiently!",,"""นี่เป็นธุรกรรมโหมด Cross Leverage และยอดขาดทุนสามารถมากเกินกว่าจำนวนเงินหลักประกัน
 การสูญเสียอย่างต่อเนื่องจะทำให้บัญชีถึงเส้นการชำระบัญชี การสั่งซื้ออื่นๆ จะถูกชำระบัญชีทีละรายการ และเงินในบัญชีทั้งหมดจะหายไป!
 ขอแนะนำให้คุณตั้งค่าการทำกำไรและหยุดการขาดทุนเพื่อควบคุมเงินทุนอย่างมีประสิทธิภาพยิ่งขึ้น!",,,,,,,,,"Giao dịch này là giao dịch ký quỹ chéo, số tiền lỗ tổn sẽ vượt quá số tiền bảo lãnh.
 

 Khi tiếp tục lỗ tổn khiến tài khoản đạt đến mức cưỡng chế thanh lý, Đơn đặt hàng khác sẽ tiếp tục bị cưỡng chế thanh lý, vốn trong tài khoản sẽ lỗ toàn bộ!
 

 Đề nghị bạn thiết lập giá cả chốt lãi và chốt lỗ, có thể kiểm soát tình hình vốn có hiệu suất hơn!",,,futuresDetail.fullWarehouseTipContent
全倉模式說明,,Cross Leverage Description,,คำอธิบายของโหมด Cross Leverage,,,,,,,,,Thuyết minh chế độ ký quỹ chéo,,,futuresDetail.fullWarehouseTipTitle
變更最愛列表成功,,Favorite list changed successfully,,รายการโปรดเปลี่ยนเรียบร้อยแล้ว,,,,,,,,,Thay đổi Bảng liệt kê yêu thích nhất thành công,,,futuresSearch.changeFavoriteSuccess
品種,,Products,,รายการ,,,,,,,,,Loại,,,futuresSearch.futuresType
添加,,Add,,เพิ่ม,,,,,,,,,Thêm,,,futuresSearch.add
查無相關品種,,No related varieties found,,ไม่พบประเภทที่เกี่ยวข้อง,,,,,,,,,Không có loại có liên quan,,,futuresSearch.searchEmptyTip
建立日期,,Create Date,,วันที่สร้าง,,,,,,,,,Ngày lập,,,"futuresTransaction.marketOrderPopup.createDate,futuresTransaction.limitOrderPopup.createDate"
商品,,Commodity,,รายการ,,,,,,,,,Sản phẩm,,,"futuresTransaction.marketOrderPopup.futuresNameTitle,futuresTransaction.limitOrderPopup.futuresNameTitle,agentProfitSharing.filterPopup.itemsTitle"
市價,,Market Price,,ราคาตลาด,,,,,,,,,Giá thị trường,,,"futuresTransaction.marketOrderPopup.marketPrice,agentProfitList.typesMarketPrice"
交易模式,,Trade Mode,,โหมดการค้า,,,,,,,,,Chế độ giao dịch,,,futuresTransaction.marketOrderPopup.transactionMode
限價,,Price Limit,,ขีดจำกัดราคา,,,,,,,,,Giá giới hạn,,,futuresTransaction.limitOrderPopup.limitPrice
交易保證金,,Trading Margin,,มาร์จิ้นการซื้อขาย,,,,,,,,,Tiền bảo lãnh giao dịch,,,futuresTransaction.totalCostPopup.transactionMargin
合計支付,,Total Payment,,การชำระเงินทั้งหมด,,,,,,,,,Tổng cộng thanh toán,,,futuresTransaction.totalCostPopup.transactionTotalTitle
需付保證金,,Margin Required,,มาร์จิ้นที่ต้องการ,,,,,,,,,Tiền bảo lãnh phải thanh toán,,,"futuresTransaction.totalCostPopup.needMargin,futuresTransaction.needMargin,withdrawThirdParty.feeCollectionRulesPopup.depositRequired"
總計（元）,,Total Amount (dollar),,จำนวนเงินทั้งหมด (ดอลลาร์),,,,,,,,,Tổng cộng (tệ),,,futuresTransaction.totalCostPopup.totalValue
止損須在限制範圍內,,Stop loss must be within the limit.,,การหยุดการขาดทุนต้องอยู่ภายในขีดจำกัด,,,,,,,,,Chốt lỗ phải trong phạm vi giới hạn,,,"futuresTransaction.errorStopLossOutRange,positionModify.errorStopLossOutRange,orderModify.errorStopLossOutRange"
止盈須在限制範圍內,,Take profit must be within the limit.,,ทำกำไรต้องอยู่ภายในขอบเขต,,,,,,,,,Chốt lãi phải trong phạm vi giới hạn,,,"futuresTransaction.errorStopProfitOutRange,positionModify.errorStopProfitOutRange,orderModify.errorStopProfitOutRange"
手數須在限制範圍內,,Trading lots must be within the limit.,,ล็อตการซื้อขายต้องอยู่ภายในขีดจำกัด,,,,,,,,,Số lượt phải trong phạm vi giới hạn,,,futuresTransaction.errorLotsOutRange
預估虧損,,Projected Loss,,ยอดขาดทุนที่คาดการณ์ไว้,,,,,,,,,Lỗ dự tính,,,"futuresTransaction.estimateLoss,positionModify.estimateLoss,orderModify.estimateLoss"
預估盈利,,Projected Profit,,ยอดกำไรที่คาดการณ์,,,,,,,,,Lãi dự tính,,,"futuresTransaction.estimateProfit,positionModify.estimateProfit,orderModify.estimateProfit"
尚未輸入限價,,You have not entered a price limit.,,คุณยังไม่ได้ป้อนขีดจำกัดราคา,,,,,,,,,Chưa nhập giá giới hạn,,,futuresTransaction.errorLimitPriceEmpty
限價須在限制範圍內,,The price limit must be within the limit.,,ราคาต้องอยู่ภายในวงเงิน,,,,,,,,,Giá giới hạn phải trong phạm vi giới hạn,,,futuresTransaction.errorLimitPriceOutRange
掛單設定成功,,Order set successfully,,ตั้งค่าคำสั่งซื้อเรียบร้อยแล้ว,,,,,,,,,Thiết lập Đơn treo thành công,,,futuresTransaction.createLimitOrderSuccess
開倉成功,,Position opened successfully,,เปิดเรียบร้อยแล้ว,,,,,,,,,Mất một vị trí thành công,,,futuresTransaction.createMarketOrderSuccess
明細,,Details,,รายละเอียด,,,,,,,,,Hóa đơn,,,futuresTransaction.transactionAmountDetail
市價單,,Market Order,,คำสั่งของตลาด,,,,,,,,,Đơn giá thị trường,,,futuresTransaction.marketOrderTag
限價單,,Limit Order,,จำกัดการสั่งซื้อ,,,,,,,,,Đơn giá giới hạn,,,futuresTransaction.limitOrderTag
當價格滿足條件時{action},,When the price meets the conditions {action},,เมื่อราคาเป็นไปตามเงื่อนไข {action},,,,,,,,,Khi giá cả thỏa mãn điều kiện {action},,,futuresTransaction.limitSelectorTitle
請輸入掛單價格,,Please enter an order price.,,กรุณากรอกราคาสั่งซื้อ,,,,,,,,,Vui lòng nhập giá cả Đơn treo,,,futuresTransaction.limitOrderInputTip
當前僅可接受掛單交易,,Only order transactions are accepted currently.,,ยอมรับเฉพาะธุรกรรมการสั่งซื้อเท่านั้น,,,,,,,,,Hiện tại chỉ có thể nhận giao dịch Đơn treo,,,futuresTransaction.lockLimitOrderToast
槓桿,,Leverage,,Leverage,,,,,,,,,Đòn bẩy,,,futuresTransaction.lever
交易手數,,Quantity of Lots,,จำนวนล็อต,,,,,,,,,Số lượt giao dịch,,,futuresTransaction.transactionLots
價值,,Value,,ค่า,,,,,,,,,Giá trị,,,"futuresTransaction.futuresValuePrefix,orderDetail.currentValueTitle"
確認賣出,,Confirm Sell,,ยืนยันการขาย,,,,,,,,,Xác nhận bán ra,,,futuresTransaction.confirmSellOut
確認買入,,Confirm Buy,,ยืนยันการซื้อ,,,,,,,,,Xác nhận mua vào,,,futuresTransaction.confirmBuyIn
保證金餘額不足,,Insufficient Margin Balance,,มาร์จิ้นบาลานซ์ไม่เพียงพอ,,,,,,,,,Số dư tiền bảo lãnh không đủ,,,futuresTransaction.marginNotEnoughPopup.title
立即入金,,Deposit Now,,ฝากเงิน,,,,,,,,,Nhập tiền tức thời,,,futuresTransaction.marginNotEnoughPopup.paymentImmediate
交易數量已達上限,,The transactions have reached the upper limit.,,ธุรกรรมถึงขีดจำกัดแล้ว,,,,,,,,,Số lượng giao dịch đã đạt giới hạn tối đa,,,futuresTransaction.limitReachedPopup.title
"目前交易數量已達上限
無法進行交易，請稍候再試",,"The current transactions have reached the upper limit. 
You are unable to trade. Please try again later.",,"ธุรกรรมปัจจุบันถึงขีดจำกัดบนแล้ว
 คุณไม่สามารถซื้อขายได้ โปรดลองอีกครั้งในภายหลัง",,,,,,,,,"Hiện tại số lượng giao dịch đã đạt giới hạn tối đa
 Không thể tiến hành giao dịch, vui lòng chờ thử lại sau",,,futuresTransaction.limitReachedPopup.content
無法切換為{tradeMode}模式,,Unable to switch to {tradeMark} mode,,ไม่สามารถเปลี่ยนเป็นโหมด {tradeMode} ได้,,,,,,,,,Không thể chuyển sang chế độ {tradeMode},,,futuresTransaction.descriptionBevelConfirmPopup.title
需要無倉位、無當前持倉。才能夠切換，請立即前往倉位進行平倉,,Switching is allowed when there is no open or current positions.  Please close all the positions immediately.,,อนุญาตให้สลับได้เมื่อไม่มีตำแหน่งหรือสัญญาที่เปิดอยู่ กรุณาทำการปิดตำแหน่งหรือสถานะสัญญาทั้งหมดทันที,,,,,,,,,"Phải không có vị thế, không có vị thế để ngỏ hiện tại, mới có thể chuyển đổi, vui lòng lập tức vào vị thế để tiến hành vị thế thanh lý.",,,futuresTransaction.descriptionBevelConfirmPopup.content
前往倉位,,Go to Position,,ไปยังตำแหน่ง,,,,,,,,,Vào vị thế,,,futuresTransaction.descriptionBevelConfirmPopup.confirmText
目前持倉數量,,Current Open Position,,ตำแหน่งที่เปิดอยู่ในปัจจุบัน,,,,,,,,,Số lượng vị thế để ngỏ hiện tại,,,futuresTransaction.currentPositionQty
設置追蹤止損距離,,Set trailing stop-loss distance,,ตั้งระยะหยุดขาดทุน,,,,,,,,,Thiết lập khoảng cách chốt lỗ được theo dõi,,,"futuresTransaction.trailingStopSubtitle,positionModify.trailingStopSubtitle,orderModify.trailingStopSubtitle"
預計盈虧,,Projected Profit/Loss,,ยอดกำไร/ขาดทุนที่คาดการณ์ไว้,,,,,,,,,Lãi lỗ dự tính,,,"futuresTransaction.estimateProfitLoss,orderModify.estimateProfitLoss,positionModify.estimateProfitLoss"
查看持倉,,View positions,,ดูตำแหน่ง,,,,,,,,,Tra cứu vị thế để ngỏ,,,futuresTransaction.createOrderResultPopup.checkPosition
查看掛單,,View order,,ดูคำสั่งซื้อ,,,,,,,,,Tra cứu Đơn treo,,,futuresTransaction.createOrderResultPopup.checkAccountOrder
繼續交易,,Continue Trading,,ซื้อขายต่อ,,,,,,,,,Tiếp tục giao dịch,,,futuresTransaction.createOrderResultPopup.continueTrading
暫無資料,,No information available for the moment,,ไม่มีข้อมูลในขณะนี้,,,,,,,,,Tạm thời không có dữ liệu,,,"qa.emptyTip,agentTransactionSettingList.emptyTip,agentReferralCodeList.emptyTip,agentProfitSharing.emptyTip,agentProfitSharingSearch.emptyTip,agentReferralCodeSearch.emptyTip,editAgentReferralCode.emptyTip,agentUserProfitSharingFormList.emptyTip,agentProfitList.emptyTip,agentReferralCode.emptyTip"
無法找到想要的解答？,,Can't find the answer you want?,,ไม่พบคำตอบที่คุณต้องการ?,,,,,,,,,Không thể tìm thấy giải đáp như mong muốn?,,,qa.noFindQaTip1
請聯絡我們,,Please contact us.,,กรุณาติดต่อเรา,,,,,,,,,Vui lòng liên hệ với chúng tôi,,,qa.noFindQaTip2
請先登入,,Please log in.,,กรุณาเข้าสู่ระบบ,,,,,,,,,Trước tiên vui lòng đăng nhập,,,"common.loginFirst,requestError.noAuth"
聯匯,,Linked Exchange Rate System,,ระบบอัตราแลกเปลี่ยน,,,,,,,,,Tỷ giá hối đoái liên kết,,,common.appName
模擬交易下無法使用此功能,,This function cannot be used when performing demo transactions.,,ไม่สามารถใช้ฟังก์ชันนี้ได้ภายใต้การจำลองการซื้อขาย,,,,,,,,,Không thể sử dụng chức năng này trong giao dịch mô phỏng,,,common.notInSimulated
確認,,Confirm,,ยืนยัน,,,,,,,,,Xác nhận,,,"common.confirm,receiveAwardPopup.confirmButton,listScrollSheet.confirmButton"
功能關閉中,,Function is off.,,ฟังก์ชันปิดอยู่,,,,,,,,,Chức năng đang bị đóng,,,common.futureClosed
USD,,USD,,ดอลล่าร์,,,,,,,,,USD,,,common.priceUnit
手,,lot,,ล็อต,,,,,,,,,Lượt,,,common.lotsUnit
X,,X,,X,,,,,,,,,X,,,common.leverUnit
登出,,Log out,,ออกจากระบบ,,,,,,,,,Đăng xuất,,,common.logout
登入,,Log in,,เข้าสู่ระบบ,,,,,,,,,Đăng nhập,,,"common.login,memberCenter.login"
止損,,Stop Loss,,Stop Loss,,,,,,,,,Chốt lỗ,,,common.stopLoss
止盈,,Take Profit,,Take Profit,,,,,,,,,Chốt lãi,,,common.stopProfit
追蹤止損,,Trailing Stop,,Trailing Stop,,,,,,,,,Theo dõi chốt lỗ,,,"common.trailingStop,positionModify.trailingStopTitle"
點差,,Spread,,Spread,,,,,,,,,Giá chênh lệch,,,"agentTransactionSettingList.spreadTitle,agentConditionFuturesList.spreadTitle,home.spreadPrefix"
品項,,Item,,รายการ,,,,,,,,,Hạng mục,,,"agentConditionFuturesList.ItemsTitle,addAgentReferralCodePopup.itemsTitle"
代理條件-交易點差及手續費範圍列表,,Terms of Agency-List of Spread and Transaction Fee Limit,,ข้อกำหนดของตัวแทน-รายการสเปรดการซื้อขายและช่วงค่าธรรมเนียม,,,,,,,,,Điều kiện Đại lý – Bảng liệt kê phạm vi phí thanh toán và giá chênh lệch trong giao dịch,,,agentConditionFuturesList.nameDescription
交易品項,,Trading Items,,รายการซื้อขาย,,,,,,,,,Hạng mục giao dịch,,,agentFundingDetails.filterPopup.tradingProductTitle
請選擇交易品項,,Please select a trading item.,,กรุณาเลือกรายการซื้อขาย,,,,,,,,,Vui lòng chọn hạng mục giao dịch,,,agentFundingDetails.filterPopup.tradingProductButtonHint
請選擇交易方向,,Please select a trading direction.,,โปรดเลือกทิศทางการซื้อขาย,,,,,,,,,Vui lòng chọn phương hướng giao dịch,,,agentFundingDetails.filterPopup.tradingDirectionButtonHint
請選擇槓桿設定,,Please select leverage settings.,,โปรดเลือกการตั้งค่าเลเวอเรจ,,,,,,,,,Vui lòng chọn thiết lập đòn bẩy,,,agentFundingDetails.filterPopup.leverageSettingButtonHint
持倉篩選器,,Position Filter,,ตัวกรองตำแหน่ง,,,,,,,,,Bộ sàng lọc vị thế để ngỏ,,,agentFundingDetails.filterPopup.positionPopupTitle
開倉篩選器,,Open Position Filter,,เปิดตัวกรอง,,,,,,,,,Bộ sàng lọc mất một vị trí,,,agentFundingDetails.filterPopup.openingPopupTitle
平倉篩選器,,Closing Filter,,ปิดตัวกรอง,,,,,,,,,Bộ sàng lọc vị thế thanh lý,,,agentFundingDetails.filterPopup.closingPopupTitle
目前持倉,,Current Open Position,,ตำแหน่งที่เปิดอยู่ในปัจจุบัน,,,,,,,,,Vị thế để ngỏ hiện tại,,,agentFundingDetails.currentPositionButton
當前價,,Current Price,,ราคาปัจจุบัน,,,,,,,,,Giá hiện tại,,,orders.lastPriceTitle
撤銷,,Cancel,,ยกเลิก,,,,,,,,,Hủy,,,"orders.cancelButton,orderDetail.cancelButton"
確定撤單?,,Are you sure you want to cancel the order?,,คุณแน่ใจหรือไม่ว่าต้องการยกเลิกคำสั่งซื้อ,,,,,,,,,Chắc chắn hủy Đơn?,,,orders.cancelConfirm
