總利潤,总利润,Total Profit,,กำไรรวม,,,利益総額,,,총 이윤,,,Tổng lợi nhuận,,,"agentUsersDetail.totalProfitTitle,agentProfitSharing.totalProfitTitle"
刪除成功,删除成功,Deleted successfully,,ลบเรียบร้อยแล้ว,,,削除されました,,,성공적으로 삭제되었습니다,,,Xóa thành công,,,"agentUsersDetail.deleteSuccess,agentReferralCode.deleteSuccess,agentTransactionSetting.deleteSuccess,agentReferralCodeSearch.deleteSuccess,editAgentReferralCode.deleteSuccess,agentTransactionSettingSearch.deleteSuccess"
刪除失敗,删除失败,Deletion failed,,การลบล้มเหลว,,,削除に失敗しました,,,삭제하지 못했습니다,,,Xóa không thành công,,,"agentUsersDetail.deleteFailed,agentReferralCode.deleteFailed,agentTransactionSetting.deleteFailed,agentReferralCodeSearch.deleteFailed,agentTransactionSettingSearch.deleteFailed"
點差及手續費,点差及手续费,Spread and Handling Fee,,ค่าธรรมเนียมสเปรดและการจัดการ,,,ポイントと取り扱い料金,,,포인트 및 취급 수수료,,,Giá chênh lệch và phí thực hiện,,,"agentUsersDetail.distributionHandlingFeeTitle,agentReferralCodeList.distributionHandlingFeeTitle,editAgentReferralCode.distributionHandlingFeeTitle"
修改成功,修改成功,Modified successfully,,แก้ไขเรียบร้อยแล้ว,,,正常に変更されました,,,성공적으로 수정되었습니다,,,Sửa đổi thành công,,,"agentUsersDetail.editSuccess,agentTransactionSetting.editSuccess,orderModify.modifySuccess,editAgentReferralCode.editSuccess,agentTransactionSettingSearch.editSuccess,positionModify.modifySuccess,chartBollSetting.modifySuccess,chartKdjSetting.modifySuccess,chartMacdSetting.modifySuccess,chartMaSetting.modifySuccess,chartRsiSetting.modifySuccess,chartWrSetting.modifySuccess,chartTypeSetting.modifySuccess,marginCallEditPopup.modifySuccess"
新增,新增,Add,,เพิ่ม,,,新しく増加します,,,새로 증가합니다,,,Thêm mới,,,"agentUsersDetail.addButton,editAgentReferralCode.addButton"
修改失敗,修改失败,Modification failed,,การแก้ไขล้มเหลว,,,編集に失敗します,,,편집 실패,,,Sửa đổi không thành công,,,"agentUsersDetail.editFailed,agentTransactionSetting.editFailed,agentTransactionSettingSearch.editFailed,chartBollSetting.modifyFail,chartKdjSetting.modifyFail,chartMacdSetting.modifyFail,chartMaSetting.modifyFail,chartRsiSetting.modifyFail,chartWrSetting.modifyFail,chartTypeSetting.modifyFail,marginCallEditPopup.modifyFail"
查無資料,查无资料,No information found,,ไม่พบข้อมูล,,,準備ができていない情報,,,준비되지 않은 정보,,,Không có thông tin,,,"agentUsersDetail.emptyTip,agentUserPaymentHistory.emptyTip,agentConditionFuturesList.emptyTip,agentTransactionSetting.emptyTip,agentPaymentDetail.emptyTip,agentTransactionSettingSearch.emptyTip,agentFundingDetailsSearch.emptyTip,agentCondition.emptyTip,agentReferralCodeUsers.emptyTip,countryCode.emptyTip,userGuideCategory.emptyTip,userGuideSection.emptyTip,userGuideArticle.emptyTip"
利潤,利润,Profit,,กำไร,,,利益,,,이익,,,Lợi nhuận,,,agentUsersDetail.profitTitle
交易概況,交易概况,Transaction Overview,,ภาพรวมธุรกรรม,,,トランザクションの概要,,,거래 개요,,,Tình hình giao dịch,,,agentUsersDetail.tradingOverviewTitle
利潤損失,利润损失,Loss,,กำไรขาดทุน,,,利益,,,이익,,,Tổn thất lợi nhuận,,,agentUsersDetail.profitLossTitle
總保證金,总保证金,Total Margin,,มาร์จิ้นรวม,,,総セキュリティデポジット,,,총 보증금,,,Tổng tiền bảo lãnh,,,agentUsersDetail.totalMargin
股權,股权,Equity,,ทุน,,,公平,,,형평성,,,Vốn chủ sở hữu,,,agentUsersDetail.equity
總維持保證金,总维持保证金,Total M. Margin,,หลักประกันรักษาสภาพรวม,,,総メンテナンスデポジット,,,총 유지 보수 예금,,,Tổng tiền bảo lãnh được duy trì,,,agentUsersDetail.totalMaintenanceMargin
交易明細,交易明细,Transaction Details,,รายละเอียดการทำซื้อขาย,,,トランザクションの詳細,,,상세 거래 내역,,,Hóa đơn giao dịch,,,agentUsersDetail.transactionDetailsButton
申請日期,申请日期,Application Date,,วันที่ทำการยื่นขอ,,,申請日,,,신청일,,,Ngày đăng ký,,,agentUserPaymentHistory.filterPopup.dateTitle
入金金額區間：{unit} {range},入金金额区间：{unit} {range},Deposit amount range: {unit} {range},,ช่วงจำนวนเงินฝาก: {unit} {range},,,交差範囲：{unit} {range},,,교차 범위 : {unit} {range},,,Khoảng thời gian số nhập tiền: {unit} {range},,,"withdraw.withdrawPriceRangeTip,paymentBank.paymentPriceRangeTip"
餘額,馀额,Balance,,สมดุล,,,バランス,,,균형,,,Số dư,,,withdraw.balanceTitle
全部取出,全部取出,Withdraw All,,ถอนทั้งหมด,,,すべてを取り出します,,,모든 것을 꺼내십시오,,,Lấy ra toàn bộ,,,withdraw.withdrawAll
需付保證金,需付保证金,Margin Required,,มาร์จิ้นที่ต้องการ,,,デポジットを支払う必要があります,,,보증금을 지불해야합니다,,,Tiền bảo lãnh phải thanh toán,,,"withdrawThirdParty.feeCollectionRulesPopup.depositRequired,futuresTransaction.totalCostPopup.needMargin,futuresTransaction.needMargin"
手續費收取規則,手续费收取规则,Transaction Fee Rules,,กฎค่าธรรมเนียม,,,料金請求規則,,,수수료 요금 청구 규칙,,,Quy tắc thu phí thực hiện,,,withdrawThirdParty.feeCollectionRulesPopup.title
提取金額,提取金额,Withdraw Amount,,จำนวนเงินที่ถอน,,,抽出量,,,추출 금액,,,Số tiền lĩnh,,,withdrawThirdParty.feeCollectionRulesPopup.withdrawalAmount
關閉,关闭,Closed,,ปิด,,,閉鎖,,,폐쇄,,,Đóng,,,"withdrawThirdParty.feeCollectionRulesPopup.close,accountBlockPopup.closeButton,otherDevicesLoginPopup.closeButton"
相關提示:,相关提示:,Related tips:,,คำแนะนำที่เกี่ยวข้อง:,,,関連するヒント：,,,관련 팁 :,,,Gợi ý liên quan:,,,"withdrawThirdParty.tipTitle,withdrawBank.tipTitle"
客戶出金所指定之帳號，必需是開戶時所指定之出金銀行帳號。,客户出金所指定之帐号，必需是开户时所指定之出金银行帐号。,The account number specified by the customer for withdrawal must be the account number of the withdrawal bank specified at the time of account opening.,,,,33,顧客の預金によって指定された口座は、口座開設時に指定された銀行口座の口座でなければなりません。,,28,고객의 예금으로 지정된 계정은 계정 개설 시점에 지정된 은행 계좌의 계정이어야합니다.,,39,,,63,withdrawThirdParty.tipContent
帳戶餘額,帐户馀额,Account Balance,,ยอดเงินในบัญชี,,,勘定残高,,,계정 잔액,,,Số dư tài khoản,,,withdrawThirdParty.accountBalance
請輸入額度,请输入额度,Please enter the quota.,,กรุณาใส่วงเงิน,,,クォータを入力してください,,,할당량을 입력하십시오,,,Vui lòng nhập hạn ngạch,,,withdrawThirdParty.enterAmount
出金金額最低額度：$,出金金额最低额度：$,Minimum withdrawal amount: $,,,,11,金からの最小金の金額：USD,,10,금에서 금의 최소 금액 : USD,,14,,,22,withdrawThirdParty.minLimitTip
最高單筆出金金額：$,最高单笔出金金额：$,Maximum single withdrawal amount: $,,,,11,最高のシングルゴールド量：USD,,10,가장 높은 단일 금액 : USD,,14,,,22,withdrawThirdParty.maxLimitTip
需支付手續費金額：$,需支付手续费金额：$,Transaction fee to be paid: $,,,,11,支払い額が必要です：USD,,10,지불 금액이 필요합니다 : USD,,14,,,22,"withdrawThirdParty.feeTip,depositThirdParty.feeTip"
說明,说明,Description,,คำอธิบาย,,,説明します,,,설명,,,Giải thích,,,"withdrawThirdParty.description,depositThirdParty.description"
24小時免費出金次數,24小时免费出金次数,Free Withdrawal times within 24 Hours,,จำนวนครั้งที่สามารถถอนเงินฟรีภายใน 24 ชั่วโมง,,,24時間の無料の金,,,24 시간의 무료 금,,,Số lần xuất tiền miễn phí 24 giờ,,,withdrawThirdParty.dailyFreeFeeTimes
24小時可出金次數,24小时可出金次数,Withdrawal times within 24 Hours,,จำนวนครั้งที่สามารถถอนเงินภายใน 24 ชั่วโมง,,,金は24時間で発行できます,,,금은 24 시간 안에 발행 될 수 있습니다,,,Số lần có thể xuất tiền 24 giờ,,,withdrawThirdParty.dailyWithdrawTimes
持倉,持仓,Open,,การเปิดสถานะสัญญา,,,ポジションを保持します,,,위치를 잡으십시오,,,Vị thế để ngỏ,,,"accountTransaction.tabPosition,positionDetail.positionTag,futuresDetail.bottomSheet.accountPosition"
維持保證金,维持保证金,M. Margin,,หลักประกันรักษาสภาพ,,,デポジットを維持します,,,예금을 유지하십시오,,,Duy trì tiền bảo lãnh,,,"accountTransaction.maintenanceMargin,walletAssetsPopup.maintenanceMargin,positionDetail.maintenanceMargin"
實時盈虧,实时盈亏,Real-time Profit/Loss,,กำไรหรือขาดทุนตามเวลาจริง,,,リアルタイムの利益と損失,,,실시간 이익 및 손실,,,Lãi lỗ thời gian thực,,,accountTransaction.dynamicProfitLoss
已平倉,已平仓,Closed,,ตำแหน่งถูกปิด,,,清算があります,,,청산이 있습니다,,,Đã ở vị thế thanh lý,,,"accountTransaction.tabHistory,transactionHistoryDetail.orderTag"
開倉價以高到低,开仓价以高到低,Open Price from High to Low,,ราคาเปิดจากสูงไปต่ำ,,,営業価格は高くなります,,,오프닝 가격은 높거나 낮습니다,,,Giá mất một vị trí từ cao đến thấp,,,accountTransaction.positionSortUp2Down
開倉價以低到高,开仓价以低到高,Open Price from Low to High,,ราคาเปิดจากต่ำไปสูง,,,営業価格は低くなります,,,오프닝 가격은 낮거나 높습니다,,,Giá mất một vị trí từ thấp đến cao,,,accountTransaction.positionSortDown2Up
最久開倉時間,最久开仓时间,Longest Opening Time,,เวลาเปิดทำการนานที่สุด,,,ポジションを開くのに最も長い時間,,,포지션을 열 때 가장 긴 시간,,,Thời gian mất một vị trí lâu nhất,,,accountTransaction.positionSortOld2New
最近開倉時間,最近开仓时间,Latest Opening Time,,เวลาเปิดทำการล่าสุด,,,最近オープンした時間,,,최근에 열린 시간,,,Thời gian mất một vị trí gần nhất,,,accountTransaction.positionSortNew2Old
時間-上,时间-上,Time-up,,เวลา-ขึ้น,,,時間-上,,,시간 업퍼,,,Thời gian - Trên,,,accountTransaction.sortTimeUp
時間-下,时间-下,Time-down,,เวลา-ลง,,,時間-下,,,타임 벨로,,,Thời gian – Dưới,,,accountTransaction.sortTimeDown
開倉價-上,开仓价-上,Open Price-up,,เปิดราคาขึ้น,,,オープニングプライスアッパー,,,가격 업퍼,,,Giá mất một vị trí – Trên,,,accountTransaction.sortPriceUp
開倉價-下,开仓价-下,Open Price-Down,,เปิดราคา-ลง,,,オープニングプライスベロー,,,가격이 오는 오프닝,,,Giá mất một vị trí – Dưới,,,accountTransaction.sortPriceDown
模擬帳戶,模拟帐户,Demo Account,,บัญชีทดลอง,,,シミュレーションアカウント,,,시뮬레이션 계정,,,Tài khoản mô phỏng,,,accountTransaction.accountSimulation
真實帳戶,真实帐户,Real Account,,บัญชีจริง,,,実際のアカウント,,,실제 계정,,,Tài khoản thực,,,accountTransaction.accountReal
動態權益,动态权益,Dynamic Equity,,หุ้นไดนามิก,,,動的な権利,,,동적 권리,,,Quyền lợi động thái,,,accountTransaction.dynamicFunds
保證金水平,保证金水平,Margin Level,,ระดับมาร์จิ้น,,,マージンレベル,,,여백 레벨,,,Mức tiền lảo lãnh,,,"accountTransaction.marginLevel,walletAssetsPopup.marginLevel"
開倉,开仓,Open Position,,การเปิดสถานะสัญญา,,,倉庫を開きます,,,오픈 창고,,,Mất một vị trí,,,"positionDetail.openPositionChartTag,agentFundingDetails.openPositionButton"
最新,最新,Latest,,ล่าสุด,,,,,,,,,Mới nhất,,,positionDetail.nowPriceChartTag
當前價格,当前价格,Current Price,,ราคาปัจจุบัน,,,現在の価格,,,현재 가격,,,Giá trị hiện tại,,,"positionDetail.lastPriceTitle,futuresDetail.dataTab.nowPrice,orderDetail.lastPriceTitle"
開盤,开盘,Open,,เปิด,,,オープニング,,,열리는,,,Giá mở cửa giao dịch,,,"positionDetail.openPrice,futuresChart.openPrice,futuresChartFullScreen.openPrice"
方向,方向,Direction,,ทิศทาง,,,方向,,,방향,,,Phương hướng,,,"positionDetail.tradingDirection,futuresTransaction.tradingDirection,orderDetail.tradingDirection,cancelOrderConfirmPopup.tradingDirection"
手數,手数,Quantity of Lots,,จำนวนล็อต,,,番号,,,숫자,,,Số lượt,,,"positionDetail.lots,futuresTransaction.lots"
交易時間,交易时间,Trading Hours,,เวลาการซื้อขาย,,,トランザクション時間,,,거래 시간,,,Thời gian giao dịch,,,positionDetail.createDate
交易綜合費,交易综合费,Transaction Fees,,ค่าธรรมเนียมธุรกรรม,,,包括的な取引料,,,포괄적 인 거래 수수료,,,Phí tổng hợp giao dịch,,,"positionDetail.fee,transactionHistoryDetail.fee,futuresTransaction.totalCostPopup.transactionAllFee"
修改,修改,Modify,,แก้ไข,,,改訂,,,개정하다,,,Sửa đổi,,,"positionDetail.modifyButton,orderDetail.modifyButton"
未設置,未设置,Unset,,ยังไม่ได้ตั้งค่า,,,設定されていません,,,설정되지 않았습니다,,,Chưa thiết lập,,,"positionDetail.stopProfitLossEmpty,positionDetail.trailingStopEmpty,transactionHistoryDetail.stopProfitLossEmpty,transactionHistoryDetail.trailingStopEmpty,orderDetail.stopProfitLossEmpty,orderDetail.trailingStopEmpty,numberInputField.defaultHint"
數量,数量,Quantity,,ปริมาณ,,,量,,,수량,,,Số lượng,,,"positionDetail.tableLotsTitle,futuresTransaction.marketOrderPopup.lots,futuresTransaction.limitOrderPopup.lots,orderDetail.lotsTitle,cancelOrderConfirmPopup.lots"
當前價值,当前价值,Current Value,,มูลค่าปัจจุบัน,,,現在の価値,,,현재 가치,,,Giá trị hiện tại,,,positionDetail.currentPositionValue
平倉手數超過持有手數,平仓手数超过持有手数,The number of closed lots exceeds lots held.,,จำนวนล็อตที่ปิดแล้วเกินกว่าล็อตที่ถืออยู่,,,手虫の数は、所有者の数を超えています,,,수제 수는 홀더 수를 초과합니다,,,Số lượt vị thế thanh lý vượt quá số lượt sở hữu,,,positionDetail.closePositionLotsOutRange
確認平倉,确认平仓,Confirm to Close,,ยืนยันตำแหน่งปิด,,,清算を確認します,,,청산을 확인하십시오,,,Xác nhận vị thế thanh lý,,,positionDetail.confirmClosePosition
開倉數量,开仓数量,Opening quantity,,จำนวนตำแหน่งเปิด,,,オープンウェアハウスの数,,,열린 창고 수,,,Số lượng mất một vị trí,,,positionDetail.openPositionLots
平倉數量,平仓数量,Closing quantity,,จำนวนตำแหน่งปิด,,,清算の数,,,청산 수,,,Số lượng vị thế thanh lý,,,positionDetail.closePositionLots
(可輸入數量 {range}),(可输入数量 {range}),(Quantity to be entered {range}),,(จำนวนที่จะป้อน {range}),,,（入力数量{range}）,,,(입력 수량 {range}),,,(Có thể nhập số lượng {range}),,,positionDetail.lotsInputTip
"持倉異動, 請重新進入","持仓异动, 请重新进入",Open position has changed. Please re-enter.,,ตำแหน่งที่เปิดมีการเปลี่ยนแปลง กรุณาเข้าใหม่,,,ポジションを保持して、もう一度入力してください,,,위치를 잡고 다시 입력하십시오,,,"Thay đổi vị thế để ngỏ, vui lòng vào lại",,,positionDetail.positionChanged
現價,现价,Current Price,,ราคาปัจจุบัน,,,現在の価格,,,현재 가격,,,Giá hiện tại,,,positionDetail.lastPriceChartTag
讀取中,读取中,Loading,,กำลังโหลด,,,読み込み,,,로딩,,,Đang đọc,,,"positionDetail.marginLoading,positionDetail.maintenanceMarginLoading,positionDetail.feeLoading"
--,--,--,,--,,, - ,,,-,,,--,,,positionDetail.rolloverEmpty
開倉價值,开仓价值,Open Value,,เปิดมูลค่า,,,オープンポジション値,,,열린 위치 값,,,Giá trị mất một vị trí,,,"positionDetail.openPositionValue,transactionHistoryDetail.openPositionValue"
24h量,24h量,24h Volume,,ปริมาณ 24 ชั่วโมง,,,24時間の量,,,24 시간 수량,,,Lượng 24h,,,positionDetail.quantity24h
淨值保證金,净值保证金,Net margin,,,,5,,,5,,,7,,,11,positionDetail.netWorthMargin
浮動淨盈虧,浮动净盈亏,P/L,,กำไรขาดทุนสุทธิลอยตัว,,,,,,,,,Lãi lỗ ròng thay đổi,,,positionDetail.netProfitLoss
平倉淨盈虧,平仓净盈亏,Net realised P/L,,กำไร/ขาดทุนสุทธิจากสถานะการปิดบัญชี,,,倉庫の純利益と損失,,,창고 순이익 및 손실,,,Lãi lỗ ròng vị thế thanh lý,,,transactionHistoryDetail.netProfitLoss
平倉價值,平仓价值,Closeout Value,,มูลค่าส่วนลด,,,ポジショニング値,,,포지셔닝 값,,,Giá trị vị thế thanh lý,,,transactionHistoryDetail.closePositionValue
平倉價,平仓价,Closeout Value,,,,3,ポジショニング価格,,3,포지셔닝 가격,,4,,,6,transactionHistoryDetail.closePositionPriceTitle
開倉方向,开仓方向,Direction,,,,4,,,4,,,5,,,9,transactionHistoryDetail.tradingDirection
交易保證金,交易保证金,Trading Margin,,มาร์จิ้นการซื้อขาย,,,取引デポジット,,,거래 예금,,,Tiền bảo lãnh giao dịch,,,futuresTransaction.totalCostPopup.transactionMargin
合計支付,合计支付,Total Payment,,การชำระเงินทั้งหมด,,,お支払い総額,,,총 지불,,,Tổng cộng thanh toán,,,futuresTransaction.totalCostPopup.transactionTotalTitle
總計（元）,总计（元）,Total Amount (dollar),,จำนวนเงินทั้งหมด (ดอลลาร์),,,合計（元）,,,총 (위안),,,Tổng cộng (tệ),,,futuresTransaction.totalCostPopup.totalValue
建立日期,建立日期,Create Date,,วันที่สร้าง,,,設立日,,,설립 날짜,,,Ngày lập,,,"futuresTransaction.marketOrderPopup.createDate,futuresTransaction.limitOrderPopup.createDate"
商品,商品,Commodity,,รายการ,,,商品,,,제품,,,Sản phẩm,,,"futuresTransaction.marketOrderPopup.futuresNameTitle,futuresTransaction.limitOrderPopup.futuresNameTitle,agentProfitSharing.filterPopup.itemsTitle"
市價,市价,Market Price,,ราคาตลาด,,,市場価格,,,시장 가격,,,Giá thị trường,,,"futuresTransaction.marketOrderPopup.marketPrice,agentProfitList.typesMarketPrice"
交易模式,交易模式,Trade Mode,,โหมดการค้า,,,トランザクションモード,,,트랜잭션 모드,,,Chế độ giao dịch,,,futuresTransaction.marketOrderPopup.transactionMode
限價,限价,Price Limit,,ขีดจำกัดราคา,,,価格を制限します,,,제한 가격,,,Giá giới hạn,,,futuresTransaction.limitOrderPopup.limitPrice
市場關閉－僅接受掛單交易,市场关闭－仅接受挂单交易,The market is closed－only orders are accepted.,,ตลาดปิด - ยอมรับเฉพาะคำสั่งซื้อเท่านั้น,,,市場のシャットダウン - 注文取引を受け入れます,,,시장 셧다운 -주문 거래 수락 전용,,,Đóng thị trường – Chỉ nhận giao dịch Đơn treo,,,"futuresTransaction.marketClose,futuresDetail.marketClose"
止損須在限制範圍內,止损须在限制范围内,Stop loss must be within the limit.,,การหยุดการขาดทุนต้องอยู่ภายในขีดจำกัด,,,停止損失は、制限の範囲内でなければなりません,,,중지 손실은 제한 범위 내에 있어야합니다,,,Chốt lỗ phải trong phạm vi giới hạn,,,"futuresTransaction.errorStopLossOutRange,orderModify.errorStopLossOutRange,positionModify.errorStopLossOutRange"
止盈須在限制範圍內,止盈须在限制范围内,Take profit must be within the limit.,,ทำกำไรต้องอยู่ภายในขอบเขต,,,停止は制限の範囲内でなければなりません,,,중단은 제한 범위 내에 있어야합니다,,,Chốt lãi phải trong phạm vi giới hạn,,,"futuresTransaction.errorStopProfitOutRange,orderModify.errorStopProfitOutRange,positionModify.errorStopProfitOutRange"
手數須在限制範圍內,手数须在限制范围内,Trading lots must be within the limit.,,ล็อตการซื้อขายต้องอยู่ภายในขีดจำกัด,,,手の数は限界範囲内でなければなりません,,,손의 수는 한계 범위 내에 있어야합니다.,,,Số lượt phải trong phạm vi giới hạn,,,futuresTransaction.errorLotsOutRange
預估虧損,预估亏损,Projected Loss,,ยอดขาดทุนที่คาดการณ์ไว้,,,推定損失,,,예상 손실,,,Lỗ dự tính,,,"futuresTransaction.estimateLoss,orderModify.estimateLoss,positionModify.estimateLoss"
預估盈利,预估盈利,Projected Profit,,ยอดกำไรที่คาดการณ์,,,推定収益性,,,예상 수익성,,,Lãi dự tính,,,"futuresTransaction.estimateProfit,orderModify.estimateProfit,positionModify.estimateProfit"
尚未輸入限價,尚未输入限价,You have not entered a price limit.,,คุณยังไม่ได้ป้อนขีดจำกัดราคา,,,価格制限を入力していません,,,가격 제한을 입력하지 않습니다,,,Chưa nhập giá giới hạn,,,futuresTransaction.errorLimitPriceEmpty
限價須在限制範圍內,限价须在限制范围内,The price limit must be within the limit.,,ราคาต้องอยู่ภายในวงเงิน,,,価格制限は制限の範囲内でなければなりません,,,가격 제한은 제한 범위 내에 있어야합니다.,,,Giá giới hạn phải trong phạm vi giới hạn,,,futuresTransaction.errorLimitPriceOutRange
掛單設定成功,挂单设定成功,Order set successfully,,ตั้งค่าคำสั่งซื้อเรียบร้อยแล้ว,,,成功設定,,,성공 설정,,,Thiết lập Đơn treo thành công,,,futuresTransaction.createLimitOrderSuccess
開倉成功,开仓成功,Position opened successfully,,เปิดเรียบร้อยแล้ว,,,オープニングが成功しました,,,성공적인 오프닝,,,Mất một vị trí thành công,,,futuresTransaction.createMarketOrderSuccess
明細,明细,Details,,รายละเอียด,,,明細,,,세부 사항,,,Hóa đơn,,,futuresTransaction.transactionAmountDetail
市價單,市价单,Market Order,,คำสั่งของตลาด,,,市場価格表,,,시장 가격 목록,,,Đơn giá thị trường,,,futuresTransaction.marketOrderTag
限價單,限价单,Limit Order,,จำกัดการสั่งซื้อ,,,制限リスト,,,제한 목록,,,Đơn giá giới hạn,,,futuresTransaction.limitOrderTag
當價格滿足條件時{action},当价格满足条件时{action},{action} When price is,,เมื่อราคาเป็นไปตามเงื่อนไข {action},,,価格が条件を満たしているとき{action},,,가격이 조건을 충족 할 때 {action},,,Khi giá cả thỏa mãn điều kiện {action},,,futuresTransaction.limitSelectorTitle
請輸入掛單價格,请输入挂单价格,Please enter an order price.,,กรุณากรอกราคาสั่งซื้อ,,,ハンギングオーダー価格を入力してください,,,매달린 주문 가격을 입력하십시오,,,Vui lòng nhập giá cả Đơn treo,,,futuresTransaction.limitOrderInputTip
當前僅可接受掛單交易,当前仅可接受挂单交易,Only order transactions are accepted currently.,,ยอมรับเฉพาะธุรกรรมการสั่งซื้อเท่านั้น,,,現在、容認できる注文のみを受け入れることができます,,,현재 허용되는 주문 만 수락 할 수 있습니다,,,Hiện tại chỉ có thể nhận giao dịch Đơn treo,,,futuresTransaction.lockLimitOrderToast
槓桿,杠杆,Leverage,,Leverage,,,レバー,,,지렛대,,,Đòn bẩy,,,futuresTransaction.lever
交易手數,交易手数,Quantity of Lots,,จำนวนล็อต,,,取引の数,,,거래 손의 수,,,Số lượt giao dịch,,,futuresTransaction.transactionLots
價值,价值,Value,,ค่า,,,価値,,,값,,,Giá trị,,,"futuresTransaction.futuresValuePrefix,orderDetail.currentValueTitle"
確認賣出,确认卖出,Confirm Sell,,ยืนยันการขาย,,,販売を確認してください,,,판매를 확인하십시오,,,Xác nhận bán ra,,,futuresTransaction.confirmSellOut
確認買入,确认买入,Confirm Buy,,ยืนยันการซื้อ,,,購入を確認します,,,구매 확인,,,Xác nhận mua vào,,,futuresTransaction.confirmBuyIn
保證金餘額不足,保证金馀额不足,Insufficient Margin Balance,,มาร์จิ้นบาลานซ์ไม่เพียงพอ,,,マージンバランスが不十分です,,,마진 균형이 충분하지 않습니다,,,Số dư tiền bảo lãnh không đủ,,,futuresTransaction.marginNotEnoughPopup.title
立即入金,立即入金,Deposit Now,,ฝากเงิน,,,代わりに今,,,대신 지금,,,Nhập tiền tức thời,,,futuresTransaction.marginNotEnoughPopup.paymentImmediate
交易數量已達上限,交易数量已达上限,The transactions have reached the upper limit.,,ธุรกรรมถึงขีดจำกัดแล้ว,,,トランザクションの数が上限に達しました,,,거래 수는 상한에 도달했습니다,,,Số lượng giao dịch đã đạt giới hạn tối đa,,,futuresTransaction.limitReachedPopup.title
"目前交易數量已達上限
無法進行交易，請稍候再試","目前交易数量已达上限
无法进行交易，请稍候再试","The current transactions have reached the upper limit. 
You are unable to trade. Please try again later.",,"ธุรกรรมปัจจุบันถึงขีดจำกัดบนแล้ว
 คุณไม่สามารถซื้อขายได้ โปรดลองอีกครั้งในภายหลัง",,,"現在のトランザクション数が制限に達しました
取引できません、もう一度やり直してください",,,"현재 거래 수가 한도에 도달했습니다
거래 할 수 없습니다. 다시 시도하십시오",,,"Hiện tại số lượng giao dịch đã đạt giới hạn tối đa
 Không thể tiến hành giao dịch, vui lòng chờ thử lại sau",,,futuresTransaction.limitReachedPopup.content
無法切換為{tradeMode}模式,无法切换为{tradeMode}模式,Unable to switch to {tradeMode} mode,,ไม่สามารถเปลี่ยนเป็นโหมด {tradeMode} ได้,,,{tradeMode}モードに切り替えることはできません,,,{tradeMode} 모드로 전환 할 수 없습니다,,,Không thể chuyển sang chế độ {tradeMode},,,futuresTransaction.descriptionBevelConfirmPopup.title
需要無倉位、無當前持倉。才能夠切換，請立即前往倉位進行平倉,需要无仓位丶无当前持仓。才能够切换，请立即前往仓位进行平仓,Switching is allowed when there is no open or current positions.  Please close all the positions immediately.,,อนุญาตให้สลับได้เมื่อไม่มีตำแหน่งหรือสัญญาที่เปิดอยู่ กรุณาทำการปิดตำแหน่งหรือสถานะสัญญาทั้งหมดทันที,,,位置も現在の位置もありません。切り替えるだけで、すぐに位置に行き、位置を閉じてください,,,위치가없고 현재 위치가 없습니다. 전환하기 만하면 위치를 닫으려면 즉시 위치로 이동하십시오.,,,"Phải không có vị thế, không có vị thế để ngỏ hiện tại, mới có thể chuyển đổi, vui lòng lập tức vào vị thế để tiến hành vị thế thanh lý.",,,futuresTransaction.descriptionBevelConfirmPopup.content
前往倉位,前往仓位,Go to Position,,ไปยังตำแหน่ง,,,ポジションに移動します,,,위치로 이동하십시오,,,Vào vị thế,,,futuresTransaction.descriptionBevelConfirmPopup.confirmText
目前持倉數量,目前持仓数量,Current Open Position ,,ตำแหน่งที่เปิดอยู่ในปัจจุบัน,,,現在のポジション数,,,현재 위치 수,,,Số lượng vị thế để ngỏ hiện tại,,,futuresTransaction.currentPositionQty
設置追蹤止損距離,设置追踪止损距离,Set trailing stop-loss distance,,ตั้งระยะหยุดขาดทุน,,,追跡停止損失距離を設定します,,,추적 중지 손실 거리를 설정합니다,,,Thiết lập khoảng cách chốt lỗ được theo dõi,,,"futuresTransaction.trailingStopSubtitle,orderModify.trailingStopSubtitle,positionModify.trailingStopSubtitle"
預計盈虧,预计盈亏,Estimated P/L,,ยอดกำไร/ขาดทุนที่คาดการณ์ไว้,,,推定利益または損失,,,예상 이익 또는 손실,,,Lãi lỗ dự tính,,,"futuresTransaction.estimateProfitLoss,orderModify.estimateProfitLoss,positionModify.estimateProfitLoss"
查看持倉,查看持仓,View positions,,ดูตำแหน่ง,,,保持位置を表示します,,,보류 위치를 봅니다,,,Tra cứu vị thế để ngỏ,,,futuresTransaction.createOrderResultPopup.checkPosition
查看掛單,查看挂单,View order,,ดูคำสั่งซื้อ,,,ハンギングオーダーを表示します,,,교수형 순서를보십시오,,,Tra cứu Đơn treo,,,futuresTransaction.createOrderResultPopup.checkAccountOrder
繼續交易,继续交易,Continue Trading,,ซื้อขายต่อ,,,取引を続けます,,,계속 거래하십시오,,,Tiếp tục giao dịch,,,futuresTransaction.createOrderResultPopup.continueTrading
持倉量已達到上限,持仓量已达到上限,Your open position has reached the upper limit.,,ตำแหน่งที่เปิดของคุณถึงขีดจำกัดบนแล้ว,,,,,,,,,Lượng vị thế để ngỏ đã đạt giới hạn tối đa,,,futuresTransaction.maxPositionPopup.title
