貨幣列表,,,,,,,,,,,,,,,,"setting.currencyList,paramManagement.currencyList"
匯率列表,,,,,,,,,,,,,,,,setting.exchangeRateList
新增匯率,,,,,,,,,,,,,,,,setting.addExchangeRate
更新匯率,,,,,,,,,,,,,,,,setting.updateExchangeRate
備註訂單,,,,,,,,,,,,,,,,setting.noteOrder
掛單列表,,,,,,,,,,,,,,,,setting.pendingOrderList
已平倉列表,,,,,,,,,,,,,,,,setting.closedPositionList
取得風險警告設定,,,,,,,,,,,,,,,,setting.getRiskEarningSettings
修改風險警告設定,,,,,,,,,,,,,,,,setting.modifyRiskEarningSettings
手續費新增,,,,,,,,,,,,,,,,setting.addedHandlingFee
手續費編輯,,,,,,,,,,,,,,,,setting.editingFee
手續費列表,,,,,,,,,,,,,,,,setting.feeList
手續費刪除,,,,,,,,,,,,,,,,setting.deleteFee
已平倉概況,,,,,,,,,,,,,,,,setting.closedPositionOverview
取得頻繁交易,,,,,,,,,,,,,,,,setting.getFrequentDeals
取得獲利異常,,,,,,,,,,,,,,,,setting.getProfitException
調整啟用,,,,,,,,,,,,,,,,setting.tweakEnabled
編輯內容,,,,,,,,,,,,,,,,setting.editContent
通知語系列表,,,,,,,,,,,,,,,,setting.noticeSeriesList
出入金管理,,,,,,,,,,,,,,,,depositWithdrawalManagement.a1
入金列表,,,,,,,,,,,,,,,,depositWithdrawalManagement.a2
刷新倒數 {參數} 秒,,,,,,,,,,,,,,,,depositWithdrawalManagement.a3
操作時間,,,,,,,,,,,,,,,,depositWithdrawalManagement.a13
回調時間,,,,,,,,,,,,,,,,depositWithdrawalManagement.a14
未支付,未支付,Unpaid,,ค้างชำระ,,,,,,,,,Chưa thanh toán,,,depositWithdrawalManagement.a16
已支付,,,,,,,,,,,,,,,,depositWithdrawalManagement.a17
失敗,,Failed,,ล้มเหลว,,,,,,,,,Không thành công,,,depositWithdrawalManagement.a18
審核中,审核中,Under review,,อยู่ระหว่างการตรวจสอบ,,,,,,,,,Đang thẩm hạch,,,depositWithdrawalManagement.a19
入金時間,,,,,,,,,,,,,,,,depositWithdrawalManagement.a20
鎖定人員,,,,,,,,,,,,,,,,depositWithdrawalManagement.a21
鎖定時間,,,,,,,,,,,,,,,,depositWithdrawalManagement.a22
審核確認,,,,,,,,,,,,,,,,depositWithdrawalManagement.a24
調整金額,,,,,,,,,,,,,,,,depositWithdrawalManagement.a26
人工補入金額,,,,,,,,,,,,,,,,depositWithdrawalManagement.a28
"選擇人工補入之後，系統將會重新確認該使用者的匯款資訊，並重新更新匯款狀態。\n\n
若使用者有確實匯款，也會一併更新帳戶餘額的顯示內容。\n\n
確定要人工補入嗎?",,,,,,,,,,,,,,,,depositWithdrawalManagement.a29
請輸入使用者的匯款金額，並再次確認使用者確實有匯入該筆款項。,,,,,,,,,,,,,,,,depositWithdrawalManagement.a30
確定要調整金額嗎?,,,,,,,,,,,,,,,,depositWithdrawalManagement.a32
入金審核確認,,,,,,,,,,,,,,,,depositWithdrawalManagement.a33
確定要審核該使用者的入金嗎?\n\n入金後無法取消或反悔，請再次確認金額無誤。,,,,,,,,,,,,,,,,depositWithdrawalManagement.a34
審核入金,,,,,,,,,,,,,,,,depositWithdrawalManagement.a35
請填寫備註,,,,,,,,,,,,,,,,depositWithdrawalManagement.a36
送出,,,,,,,,,,,,,,,,"depositWithdrawalManagement.a37,common.send"
出金列表,,,,,,,,,,,,,,,,depositWithdrawalManagement.a38
資金退回,资金退回,,,,,,,,,,,,,,,depositWithdrawalManagement.a43
審核失敗,,Review failed,,การตรวจสอบล้มเหลว,,,,,,,,,Thẩm hạch không thành công,,,depositWithdrawalManagement.a44
出金完成,,,,,,,,,,,,,,,,depositWithdrawalManagement.a45
處理中,,Processing,,กำลังประมวลผล,,,,,,,,,Đang xử lý,,,depositWithdrawalManagement.a47
支付時間,,,,,,,,,,,,,,,,depositWithdrawalManagement.a48
拒絕,,,,,,,,,,,,,,,,depositWithdrawalManagement.a49
出金審核確認,,,,,,,,,,,,,,,,depositWithdrawalManagement.a50
"確定要審核該使用者的出金嗎?\n\n
出金後無法取消或反悔，請再次確認金額無誤。",,,,,,,,,,,,,,,,depositWithdrawalManagement.a51
出金金額,,,,,,,,,,,,,,,,depositWithdrawalManagement.a52
請選擇出金通道,,,,,,,,,,,,,,,,"depositWithdrawalManagement.a53,depositWithdrawalManagement.a75"
審核出金,,,,,,,,,,,,,,,,depositWithdrawalManagement.a54
拒絕出金,,,,,,,,,,,,,,,,depositWithdrawalManagement.a55
"確定要拒絕該用戶得出金嗎?\n\n
請填寫拒絕出金的原因，以便用戶後續再次申請。",,,,,,,,,,,,,,,,depositWithdrawalManagement.a56
入金設定,,,,,,,,,,,,,,,,depositWithdrawalManagement.a57
額度手續費設定,,,,,,,,,,,,,,,,depositWithdrawalManagement.a58
入金通道設定,,,,,,,,,,,,,,,,depositWithdrawalManagement.a60
幣值,,,,,,,,,,,,,,,,depositWithdrawalManagement.a62
手續費設定,,,,,,,,,,,,,,,,depositWithdrawalManagement.a66
規則,,,,,,,,,,,,,,,,depositWithdrawalManagement.a67
高於等於,,,,,,,,,,,,,,,,depositWithdrawalManagement.a68
手續費規則,,,,,,,,,,,,,,,,depositWithdrawalManagement.a69
固定金額,,,,,,,,,,,,,,,,depositWithdrawalManagement.a70
比例,,,,,,,,,,,,,,,,depositWithdrawalManagement.a71
開放之用戶層級,,,,,,,,,,,,,,,,depositWithdrawalManagement.a76
顯示名稱,,,,,,,,,,,,,,,,depositWithdrawalManagement.a77
單筆最小額度,,,,,,,,,,,,,,,,depositWithdrawalManagement.a78
單筆最大額度,,,,,,,,,,,,,,,,depositWithdrawalManagement.a79
沒有你想要的支付方式?,,,,,,,,,,,,,,,,depositWithdrawalManagement.a80
通道名稱,,,,,,,,,,,,,,,,depositWithdrawalManagement.a81
通道代碼,,,,,,,,,,,,,,,,depositWithdrawalManagement.a82
接口域名,,,,,,,,,,,,,,,,depositWithdrawalManagement.a83
出金設定,,,,,,,,,,,,,,,,depositWithdrawalManagement.a84
出金次數＆手續費設定,,,,,,,,,,,,,,,,depositWithdrawalManagement.a85
出金通道設定,,,,,,,,,,,,,,,,depositWithdrawalManagement.a87
出金次數,,,,,,,,,,,,,,,,depositWithdrawalManagement.a88
單筆最高取款金額,,,,,,,,,,,,,,,,depositWithdrawalManagement.a92
出金時間,,,,,,,,,,,,,,,,depositWithdrawalManagement.a93
時間,,,,,,,,,,,,,,,,depositWithdrawalManagement.a95
低於,,,,,,,,,,,,,,,,depositWithdrawalManagement.a96
公司帳戶設定,,,,,,,,,,,,,,,,depositWithdrawalManagement.a97
帳戶列表,,,,,,,,,,,,,,,,depositWithdrawalManagement.a98
順位,,,,,,,,,,,,,,,,depositWithdrawalManagement.a99
帳戶名稱,,,,,,,,,,,,,,,,depositWithdrawalManagement.a100
帳戶,,,,,,,,,,,,,,,,depositWithdrawalManagement.a101
修改公司帳戶,,,,,,,,,,,,,,,,depositWithdrawalManagement.a103
帳號順位,,,,,,,,,,,,,,,,depositWithdrawalManagement.a104
帳戶號碼,,,,,,,,,,,,,,,,depositWithdrawalManagement.a105
頻繁交易,,,,,,,,,,,,,,,,riskWarning.frequentTransactions
盈利異常,,,,,,,,,,,,,,,,riskWarning.abnormalProfit
同IP帳號,,,,,,,,,,,,,,,,riskWarning.sameIP
風險警告設定,,,,,,,,,,,,,,,,riskWarning.riskWarningSettings
手機,,,,,,,,,,,,,,,,riskWarning.phone
商品名稱,,,,,,,,,,,,,,,,riskWarning.productName
間隔秒數,,,,,,,,,,,,,,,,riskWarning.intervalSeconds
查看詳情,,,,,,,,,,,,,,,,riskWarning.checkDetails
已成功封鎖該用戶,,,,,,,,,,,,,,,,riskWarning.blockUserSuccess
"確定要封鎖該用戶嗎？

封鎖用戶後，該用戶將無法登入、並進行交易，直到您再次解除封鎖。",,,,,,,,,,,,,,,,riskWarning.blockUserTip
總盈利金額,,,,,,,,,,,,,,,,riskWarning.totalProfit
總交易筆數,,,,,,,,,,,,,,,,riskWarning.totalTradeCount
盈利交易佔比,,,,,,,,,,,,,,,,riskWarning.profitTradePercent
最新平倉時間,,,,,,,,,,,,,,,,riskWarning.latestClosingTime
頻繁交易通知,,,,,,,,,,,,,,,,riskWarning.frequentTransactionNotifications
盈利異常通知,,,,,,,,,,,,,,,,riskWarning.profitAbnormalNotice
同IP帳號通知,,,,,,,,,,,,,,,,riskWarning.sameIpNotification
當使用者於開倉後{second}秒內平倉,,,,,,,,,,,,,,,,riskWarning.userOpenPositionClosed
總盈利金額大於{value},,,,,,,,,,,,,,,,riskWarning.totalProfitMore
且,,,,,,,,,,,,,,,,riskWarning.and
或,,,,,,,,,,,,,,,,riskWarning.or
盈利筆數佔比大於{percent}%,,,,,,,,,,,,,,,,riskWarning.a1
同一IP擁有{count}個帳號,,,,,,,,,,,,,,,,riskWarning.ownedSameIP
參數管理,,,,,,,,,,,,,,,,paramManagement.title
成就階級任務,,,,,,,,,,,,,,,,paramManagement.achievement
活動設定,,,,,,,,,,,,,,,,paramManagement.eventSettings
保證金設定,,,,,,,,,,,,,,,,paramManagement.marginSetting
達到強制平倉額度的,,,,,,,,,,,,,,,,paramManagement.forcedLiquidationLimit
收盤前檢查時間,,,,,,,,,,,,,,,,paramManagement.closeCheckTime
分鐘,,,,,,,,,,,,,,,,paramManagement.minute
"備註：
1.當帳戶餘額低於保證金，將會強制平倉。強制平倉通知相關設定，請前往通知設定查看。

2.如欲設定不同層級用戶的保證金額度比例，請前往用戶層級調整。",,,,,,,,,,,,,,,,paramManagement.forcedLiquidationSettingsRemark
匯率設定,,,,,,,,,,,,,,,,paramManagement.exchangeRateSetting
貨幣名稱,,,,,,,,,,,,,,,,paramManagement.currencyName
貨幣兌,,,,,,,,,,,,,,,,paramManagement.currencyPair
取款兌換率,,,,,,,,,,,,,,,,paramManagement.withdrawalExchangeRate
存款兌換率,,,,,,,,,,,,,,,,paramManagement.depositExchangeRate
建立時間,,,,,,,,,,,,,,,,paramManagement.createdTime
最後更新時間,,,,,,,,,,,,,,,,paramManagement.lastUpdateTime
貨幣,,,,,,,,,,,,,,,,paramManagement.currency
欲兌換貨幣,,,,,,,,,,,,,,,,paramManagement.wantExchangeCurrency
上次發布時間,,,,,,,,,,,,,,,,common.lastPublishedTime
發布,,,,,,,,,,,,,,,,common.release
登出,登出,Log out,,ออกจากระบบ,,,,,,,,,Đăng xuất,,,common.logout
全部關閉,,,,,,,,,,,,,,,,common.cancelAll
新增,新增,Add,,เพิ่ม,,,,,,,,,Thêm mới,,,common.add
編輯,编辑,Edit,,แก้ไข,,,,,,,,,Biên tập,,,common.edit
刪除,删除,Delete,,ลบ,,,,,,,,,Xóa bỏ,,,common.delete
儲存,储存,Save,,บันทึก,,,,,,,,,Lưu,,,common.save
取消,取消,Cancel,,ยกเลิก,,,,,,,,,Hủy bỏ,,,common.cancel
共{count}筆,,,,,,,,,,,,,,,,common.totalCount
{count}筆/頁,,,,,,,,,,,,,,,,common.pageCount
前往,,,,,,,,,,,,,,,,common.go
頁,,,,,,,,,,,,,,,,common.page
欄位為必填,,,,,,,,,,,,,,,,common.requiredField
必填欄位,,,,,,,,,,,,,,,,common.requiredField2
全選,全选,Select All,,เลือกทั้งหมด,,,,,,,,,Chọn toàn bộ,,,common.selectAll
修改成功,修改成功,Modified successfully,,แก้ไขเรียบร้อยแล้ว,,,,,,,,,Sửa đổi thành công,,,common.modifySuccess
新增成功,新增成功,Added successfully,,เพิ่มเรียบร้อยแล้ว,,,,,,,,,Thêm mới thành công,,,common.addSuccess
刪除成功,删除成功,Deleted successfully,,ลบเรียบร้อยแล้ว,,,,,,,,,Xóa thành công,,,common.deleteSuccess
啟用,,,,,,,,,,,,,,,,unknown.a1
信件類型,,,,,,,,,,,,,,,,unknown.a2
APP,,,,,,,,,,,,,,,,unknown.a3
簡訊,,,,,,,,,,,,,,,,unknown.a4
設定完成,,,,,,,,,,,,,,,,unknown.a5
尚未設定,,,,,,,,,,,,,,,,unknown.a6
無內容,,,,,,,,,,,,,,,,unknown.a7
通知語系,,,,,,,,,,,,,,,,unknown.a8
通知系統,,,,,,,,,,,,,,,,unknown.a9
需要填寫內容才能啟用/開啟方式,,,,,,,,,,,,,,,,unknown.a10
信件標題,,,,,,,,,,,,,,,,unknown.a11
信件預覽,,,,,,,,,,,,,,,,unknown.a12
信件內容,,,,,,,,,,,,,,,,unknown.a13
APP通知以及簡訊內容,,,,,,,,,,,,,,,,unknown.a14
預覽,,,,,,,,,,,,,,,,unknown.a15
假期休市,,,,,,,,,,,,,,,,unknown.a16
實名驗證設定,,,,,,,,,,,,,,,,unknown.a17
預設,,,,,,,,,,,,,,,,unknown.a18
入金驗證,,,,,,,,,,,,,,,,unknown.a19
出金驗證,,,,,,,,,,,,,,,,unknown.a20
步驟一：個人資料驗證,,,,,,,,,,,,,,,,unknown.a21
步驟二：文件驗證,,,,,,,,,,,,,,,,unknown.a22
身份證明文件 (正面),,,,,,,,,,,,,,,,unknown.a23
身份證明文件 (反面),,,,,,,,,,,,,,,,unknown.a24
步驟三：證明身份,,,,,,,,,,,,,,,,unknown.a25
證明身份(包含上傳圖片),,,,,,,,,,,,,,,,unknown.a26
步驟四：證明身份2,,,,,,,,,,,,,,,,unknown.a27
證明身份2(包含上傳圖片),,,,,,,,,,,,,,,,unknown.a28
開放語言,,,,,,,,,,,,,,,,unknown.a29
"前台用戶可以看到並選擇的語言，每新增一種語言，則需要填寫
 下方列表的翻譯內容，否則將以預設語言顯示。",,,,,,,,,,,,,,,,unknown.a30
預設語言,,,,,,,,,,,,,,,,unknown.a31
開放語言(可複選),,,,,,,,,,,,,,,,unknown.a32
編輯語言,,,,,,,,,,,,,,,,unknown.a33
語言對應表,,,,,,,,,,,,,,,,unknown.a34
未選取的地區，將以預設語言顯示。,,,,,,,,,,,,,,,,unknown.a35
新增國家語言,,,,,,,,,,,,,,,,unknown.a36
新增語系,,,,,,,,,,,,,,,,unknown.a37
對應地區,,,,,,,,,,,,,,,,unknown.a38
語言,,,,,,,,,,,,,,,,unknown.a39
"刪除該語言對應後，該地區的使用者將會轉為預設語言。
 已建立的翻譯不會消失，如需要再次呈現該語言，請再重新新增一次。
 確定要刪除「{參數} /{參數}」",,,,,,,,,,,,,,,,unknown.a40
